ranking,score,title,number_of_episodes,emission_date,number_members,url
12881,5.12,Enkinhou no Hako: Hakase no Sagashimono,Movie (1 eps),1990 - 1990,"1,290 members",https://myanimelist.net/anime/6935/Enkinhou_no_Hako__Hakase_no_Sagashimono
12882,5.12,Happy Hour,Music (1 eps),Apr 2008 - Apr 2008,308 members,https://myanimelist.net/anime/32783/Happy_Hour
12883,5.12,Hawk no Onayami Soudanshitsu,ONA (39 eps),Aug 2019 - Oct 2019,891 members,https://myanimelist.net/anime/42490/Hawk_no_Onayami_Soudanshitsu
12884,5.12,Highway Jenny,OVA (1 eps),Sep 2006 - Sep 2006,"1,414 members",https://myanimelist.net/anime/6181/Highway_Jenny
12885,5.12,I'm Coming,Music (1 eps),Jul 2017 - Jul 2017,339 members,https://myanimelist.net/anime/36061/Im_Coming
12886,5.12,Tora-chan no Kankan Mushi,Movie (1 eps),1950 - 1950,900 members,https://myanimelist.net/anime/10743/Tora-chan_no_Kankan_Mushi
12887,5.12,Youki ni Utaeba,Music (1 eps),Dec 1964 - Dec 1964,294 members,https://myanimelist.net/anime/39874/Youki_ni_Utaeba
12888,5.12,Knights of the Zodiac: Saint Seiya,ONA (12 eps),Jul 2019 - Jan 2020,"17,539 members",https://myanimelist.net/anime/36040/Knights_of_the_Zodiac__Saint_Seiya
12889,5.12,Mameshi-Pamyu-Pamyu,Special (9 eps),2012 - 2013,488 members,https://myanimelist.net/anime/33551/Mameshi-Pamyu-Pamyu
12890,5.12,Okuni no Tame ni,Movie (1 eps),1928 - 1928,497 members,https://myanimelist.net/anime/29557/Okuni_no_Tame_ni
12891,5.12,Origami of Landscape,ONA (1 eps),Jun 2013 - Jun 2013,536 members,https://myanimelist.net/anime/34633/Origami_of_Landscape
12892,5.12,Osaru no Tairyou,Movie (1 eps),Dec 1933 - Dec 1933,638 members,https://myanimelist.net/anime/23267/Osaru_no_Tairyou
12893,5.12,Prison Lab,ONA (20 eps),Dec 2018 - Dec 2018,"4,369 members",https://myanimelist.net/anime/38902/Prison_Lab
12894,5.12,Star Dust,OVA (1 eps),Sep 1992 - Sep 1992,615 members,https://myanimelist.net/anime/18703/Star_Dust
12895,5.12,The Ghost of Cartoon,Special (1 eps),Sep 2015 - Sep 2015,317 members,https://myanimelist.net/anime/40159/The_Ghost_of_Cartoon
12896,5.12,The Reflection,TV (12 eps),Jul 2017 - Oct 2017,"29,042 members",https://myanimelist.net/anime/34449/The_Reflection
12897,5.11,Kitsune to Circus,Movie (1 eps),1948 - 1948,441 members,https://myanimelist.net/anime/24363/Kitsune_to_Circus
12898,5.11,Komachi to Dangorou,ONA (4 eps),Nov 2012 - Oct 2015,745 members,https://myanimelist.net/anime/16389/Komachi_to_Dangorou
12899,5.11,Lux Straight & Beauty Massugu Ikiru,ONA (1 eps),Aug 2016 - Aug 2016,609 members,https://myanimelist.net/anime/39035/Lux_Straight___Beauty_Massugu_Ikiru
12900,5.11,Malay Oki Kaisen,Movie (1 eps),Nov 1943 - Nov 1943,577 members,https://myanimelist.net/anime/29782/Malay_Oki_Kaisen
12901,5.11,Mini Moni Yaru no da Pyon!,TV (66 eps),Jun 2001 - Oct 2001,518 members,https://myanimelist.net/anime/7452/Mini_Moni_Yaru_no_da_Pyon
12902,5.11,"Neko mo, Onda-ke",TV (12 eps),Apr 2016 - Jun 2016,623 members,https://myanimelist.net/anime/32999/Neko_mo_Onda-ke
12903,5.11,Nineko Gelée,ONA (1 eps),Oct 2016 - Oct 2016,695 members,https://myanimelist.net/anime/33914/Nineko_Gelée
12904,5.11,Nougyou Musume!,Special (1 eps),Oct 2010 - Oct 2010,"1,642 members",https://myanimelist.net/anime/8952/Nougyou_Musume
12905,5.11,Saboten ga Nikui,Music (1 eps),Jun 1988 - Jun 1988,375 members,https://myanimelist.net/anime/8679/Saboten_ga_Nikui
12906,5.11,Soul Reviver,Special (1 eps),Apr 2013 - Apr 2013,750 members,https://myanimelist.net/anime/18723/Soul_Reviver
12907,5.11,Super Mario no Shouboutai,OVA (1 eps),1989 - 1989,730 members,https://myanimelist.net/anime/35992/Super_Mario_no_Shouboutai
12908,5.11,Taka no Tsume x Hello Kitty ga Masaka no Collab!,ONA (1 eps),Jun 2012 - Jun 2012,333 members,https://myanimelist.net/anime/34628/Taka_no_Tsume_x_Hello_Kitty_ga_Masaka_no_Collab
12909,5.11,Taka no Tsume: Tokyo Comic Con 2017 no Ouen-dan ni Shuunin Kettei!,ONA (1 eps),Jul 2017 - Jul 2017,376 members,https://myanimelist.net/anime/36132/Taka_no_Tsume__Tokyo_Comic_Con_2017_no_Ouen-dan_ni_Shuunin_Kettei
12910,5.11,Ai wa KAT-TUN,ONA (5 eps),Jan 2012 - Jan 2012,"2,515 members",https://myanimelist.net/anime/12865/Ai_wa_KAT-TUN
12911,5.11,Anima,Movie (1 eps),Feb 2005 - Feb 2005,"2,201 members",https://myanimelist.net/anime/13513/Anima
12912,5.11,Awake,Special (2 eps),Aug 1984 - 1987,"1,027 members",https://myanimelist.net/anime/11087/Awake
12913,5.11,Bikini Warriors,TV (12 eps),Jul 2015 - Sep 2015,"86,540 members",https://myanimelist.net/anime/30782/Bikini_Warriors
12914,5.11,Chainsaw Maid,ONA (1 eps),Dec 2007 - Dec 2007,"7,643 members",https://myanimelist.net/anime/11679/Chainsaw_Maid
12915,5.11,Choujin Locke Special,Special (1 eps),1979 - 1979,553 members,https://myanimelist.net/anime/17048/Choujin_Locke_Special
12916,5.11,Eizou (Kage),Movie (1 eps),1987 - 1987,285 members,https://myanimelist.net/anime/42248/Eizou_Kage
12917,5.11,Evil or Live Recap,Special (1 eps),Dec 2017 - Dec 2017,"4,212 members",https://myanimelist.net/anime/36932/Evil_or_Live_Recap
12918,5.11,Hoshi Uranai Kirakira,Music (1 eps),Dec 1983 - Dec 1983,341 members,https://myanimelist.net/anime/29451/Hoshi_Uranai_Kirakira
12919,5.11,Kimera,OVA (1 eps),Jul 1996 - Jul 1996,"7,427 members",https://myanimelist.net/anime/2592/Kimera
12920,5.11,Tumbled Cat,Movie (1 eps),2014 - 2014,250 members,https://myanimelist.net/anime/40737/Tumbled_Cat
12921,5.11,Wonder Egg Priority: Watashi no Priority,Special (1 eps),Jun 2021 - Jun 2021,"136,164 members",https://myanimelist.net/anime/48614/Wonder_Egg_Priority__Watashi_no_Priority
12922,5.11,Yaseruyagi,ONA (1 eps),Mar 2010 - Mar 2010,456 members,https://myanimelist.net/anime/32644/Yaseruyagi
12923,5.11,Zettai Shougeki: Platonic Heart Picture Drama,Special (4 eps),Nov 2008 - Feb 2009,"1,496 members",https://myanimelist.net/anime/21215/Zettai_Shougeki__Platonic_Heart_Picture_Drama
12924,5.10,Tonbo,Movie (1 eps),1988 - 1988,292 members,https://myanimelist.net/anime/42256/Tonbo
12925,5.10,W-Tails Cat: A Strange Presence,ONA (7 eps),May 2013 - Oct 2013,610 members,https://myanimelist.net/anime/20261/W-Tails_Cat__A_Strange_Presence
12926,5.10,Kinniku Banzuke: Kongou-kun no Daibouken!,TV (3 eps),Jul 2001 - Aug 2001,707 members,https://myanimelist.net/anime/10360/Kinniku_Banzuke__Kongou-kun_no_Daibouken
12927,5.10,"Lies, Lies.",Music (1 eps),Oct 2010 - Oct 2010,426 members,https://myanimelist.net/anime/20725/Lies_Lies
12928,5.10,Nandarou,Special (1 eps),Nov 1992 - Nov 1992,"3,282 members",https://myanimelist.net/anime/2897/Nandarou
12929,5.10,NoisyCell x Ponkotsu Quest,ONA (1 eps),Jun 2017 - Jun 2017,542 members,https://myanimelist.net/anime/35704/NoisyCell_x_Ponkotsu_Quest
12930,5.10,Omake,Movie (1 eps),2003 - 2003,752 members,https://myanimelist.net/anime/10674/Omake
12931,5.10,Orchestra,Music (1 eps),2008 - 2008,602 members,https://myanimelist.net/anime/29946/Orchestra
12932,5.10,Sanuki Eiga-sai Opening Eizou,Movie (2 eps),Feb 2015 - Feb 2016,280 members,https://myanimelist.net/anime/37853/Sanuki_Eiga-sai_Opening_Eizou
12933,5.10,Sasurai Zou-san,Movie (1 eps),2006 - 2006,340 members,https://myanimelist.net/anime/41445/Sasurai_Zou-san
12934,5.10,Shinpi no Hou,Movie (1 eps),Oct 2012 - Oct 2012,"1,938 members",https://myanimelist.net/anime/13439/Shinpi_no_Hou
12935,5.10,Sin: The Movie,OVA (1 eps),Oct 2000 - Oct 2000,"5,285 members",https://myanimelist.net/anime/2262/Sin__The_Movie
12936,5.10,Tanoshii Sansuu,Music (1 eps),Feb 1988 - Feb 1988,265 members,https://myanimelist.net/anime/29103/Tanoshii_Sansuu
12937,5.10,Tokyo Loop,Movie (1 eps),Dec 2006 - Dec 2006,"2,072 members",https://myanimelist.net/anime/4761/Tokyo_Loop
12938,5.10,Bokunchi no Chabo,Music (1 eps),Dec 1980 - Dec 1980,250 members,https://myanimelist.net/anime/36377/Bokunchi_no_Chabo
12939,5.10,Catalyst,Music (1 eps),Dec 2015 - Dec 2015,283 members,https://myanimelist.net/anime/38501/Catalyst
12940,5.10,Chinkoroheibei Tamatebako,Movie (1 eps),1936 - 1936,886 members,https://myanimelist.net/anime/12803/Chinkoroheibei_Tamatebako
12941,5.10,Choujigen Kakumei Anime: Dimension High School,TV (11 eps),Jan 2019 - Mar 2019,"9,419 members",https://myanimelist.net/anime/38449/Choujigen_Kakumei_Anime__Dimension_High_School
12942,5.10,Dangobei Torimonochou: Hirake - Goma no Maki,Movie (1 eps),1952 - 1952,529 members,https://myanimelist.net/anime/28057/Dangobei_Torimonochou__Hirake_-_Goma_no_Maki
12943,5.10,Doukyuusei 2 (OVA) Special: Sotsugyousei,OVA (3 eps),Sep 1999 - Mar 2000,"1,655 members",https://myanimelist.net/anime/5647/Doukyuusei_2_OVA_Special__Sotsugyousei
12944,5.10,Fushigi Sekai Atagoul Monogatari,Movie (1 eps),Mar 2003 - Mar 2003,419 members,https://myanimelist.net/anime/13423/Fushigi_Sekai_Atagoul_Monogatari
12945,5.10,Futon,Movie (1 eps),2012 - 2012,924 members,https://myanimelist.net/anime/28639/Futon
12946,5.10,Gene,Music (1 eps),Jul 2009 - Jul 2009,307 members,https://myanimelist.net/anime/32775/Gene
12947,5.10,Hakyuu Houshin Engi Recap,Special (1 eps),Apr 2018 - Apr 2018,"1,188 members",https://myanimelist.net/anime/37856/Hakyuu_Houshin_Engi_Recap
12948,5.10,Hikaru Genji: Taiyou ga Ippai,Music (1 eps),Jul 1993 - Jul 1993,327 members,https://myanimelist.net/anime/33215/Hikaru_Genji__Taiyou_ga_Ippai
12949,5.10,Hone Hone Rock,Music (1 eps),1976 - 1976,351 members,https://myanimelist.net/anime/30162/Hone_Hone_Rock
12950,5.10,Jubilee,Music (1 eps),1999 - 1999,"1,003 members",https://myanimelist.net/anime/11579/Jubilee
12951,5.10,Juu-nin no Chiisa na Indian,Movie (1 eps),1968 - 1968,390 members,https://myanimelist.net/anime/29409/Juu-nin_no_Chiisa_na_Indian
12952,5.09,1/100 Shibuya Crossing,ONA (1 eps),Jun 2015 - Jun 2015,922 members,https://myanimelist.net/anime/36746/1_100_Shibuya_Crossing
12953,5.09,AKB48 Stage Fighter,Special (1 eps),Oct 2011 - Oct 2011,"1,086 members",https://myanimelist.net/anime/29850/AKB48_Stage_Fighter
12954,5.09,Barom One,TV (13 eps),Dec 2002 - Mar 2003,"2,258 members",https://myanimelist.net/anime/1667/Barom_One
12955,5.09,Chiryokumaru,ONA (1 eps),Nov 2016 - Nov 2016,"2,291 members",https://myanimelist.net/anime/34324/Chiryokumaru
12956,5.09,Compiler,OVA (2 eps),Mar 1994 - Oct 1994,"2,582 members",https://myanimelist.net/anime/3026/Compiler
12957,5.09,Gulliver Funtouki,Movie (1 eps),1950 - 1950,769 members,https://myanimelist.net/anime/6847/Gulliver_Funtouki
12958,5.09,Hanasaku Kizuna no Romantan,ONA (1 eps),Sep 2018 - Sep 2018,"1,445 members",https://myanimelist.net/anime/38469/Hanasaku_Kizuna_no_Romantan
12959,5.09,Hentatsu (TV),TV (12 eps),Jan 2020 - Mar 2020,"5,402 members",https://myanimelist.net/anime/40995/Hentatsu_TV
12960,5.09,Isobe Isobee with Nakata Yasutaka de Sourou,ONA (1 eps),Apr 2017 - Apr 2017,390 members,https://myanimelist.net/anime/35475/Isobe_Isobee_with_Nakata_Yasutaka_de_Sourou
12961,5.09,Izakaya no Ichiya,Movie (1 eps),Jun 1936 - Jun 1936,"1,056 members",https://myanimelist.net/anime/6829/Izakaya_no_Ichiya
12962,5.09,UFO Gakuen no Himitsu,Movie (1 eps),Oct 2015 - Oct 2015,"3,021 members",https://myanimelist.net/anime/30850/UFO_Gakuen_no_Himitsu
12963,5.09,Watashi no Kamifuusen (1983),Music (1 eps),Apr 1983 - Apr 1983,294 members,https://myanimelist.net/anime/30085/Watashi_no_Kamifuusen_1983
12964,5.09,Yubi no Sukima-chan,Movie (1 eps),2009 - 2009,419 members,https://myanimelist.net/anime/43419/Yubi_no_Sukima-chan
12965,5.09,MTV Town,Special (1 eps),2019 - 2019,236 members,https://myanimelist.net/anime/42807/MTV_Town
12966,5.09,Nonsense Monogatari Dai Ippen: Sarugashima,Movie (1 eps),Feb 1931 - Feb 1931,994 members,https://myanimelist.net/anime/28695/Nonsense_Monogatari_Dai_Ippen__Sarugashima
12967,5.09,Peeping Life: Shinkon-chan Kansai ni Irasshai,ONA (1 eps),Mar 2014 - Mar 2014,654 members,https://myanimelist.net/anime/24443/Peeping_Life__Shinkon-chan_Kansai_ni_Irasshai
12968,5.09,Sankou to Tako: Hyakumanryou Chinsoudou,Movie (1 eps),1933 - 1933,738 members,https://myanimelist.net/anime/5874/Sankou_to_Tako__Hyakumanryou_Chinsoudou
12969,5.09,Shoujouji no Tanuki-bayashi Ban Danemon,Movie (1 eps),1935 - 1935,"1,391 members",https://myanimelist.net/anime/6832/Shoujouji_no_Tanuki-bayashi_Ban_Danemon
12970,5.09,Ski Jumping Pairs: Road to Torino 2006,Movie (1 eps),Jan 2006 - Jan 2006,548 members,https://myanimelist.net/anime/10627/Ski_Jumping_Pairs__Road_to_Torino_2006
12971,5.09,Start,ONA (1 eps),Nov 2019 - Nov 2019,520 members,https://myanimelist.net/anime/40660/Start
12972,5.08,"Kirai, Demo, Suki",ONA (1 eps),Apr 2016 - Apr 2016,592 members,https://myanimelist.net/anime/33937/Kirai_Demo_Suki
12973,5.08,Kitakaze Kozou no Kantarou,Music (1 eps),Dec 1974 - Dec 1974,584 members,https://myanimelist.net/anime/8681/Kitakaze_Kozou_no_Kantarou
12974,5.08,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,ONA (1 eps),Oct 2014 - Oct 2014,527 members,https://myanimelist.net/anime/27951/Mattsu_to_Yanma_to_Moburi-san_2__Suigun_Otakara_to_Nazotoki_no_Shimajima
12975,5.08,Oira no Ski,Movie (1 eps),Mar 1930 - Mar 1930,990 members,https://myanimelist.net/anime/23759/Oira_no_Ski
12976,5.08,Owari no Chronicle,Special (1 eps),Apr 2012 - Apr 2012,"3,525 members",https://myanimelist.net/anime/13669/Owari_no_Chronicle
12977,5.08,Shin Tenchi Souzou,Movie (1 eps),1970 - 1970,480 members,https://myanimelist.net/anime/29673/Shin_Tenchi_Souzou
12978,5.08,Spelunker Sensei,OVA (1 eps),Mar 2011 - Mar 2011,"2,860 members",https://myanimelist.net/anime/10406/Spelunker_Sensei
12979,5.08,Steady x Study,OVA (1 eps),May 2004 - May 2004,916 members,https://myanimelist.net/anime/3497/Steady_x_Study
12980,5.08,Sukui Agete Kurenai ka,ONA (1 eps),Jul 2014 - Jul 2014,295 members,https://myanimelist.net/anime/34699/Sukui_Agete_Kurenai_ka
12981,5.08,Adobe Student and Teacher Edition,Special (1 eps),Dec 2009 - Dec 2009,428 members,https://myanimelist.net/anime/38510/Adobe_Student_and_Teacher_Edition
12982,5.08,Anitore! XX: Hitotsu Yane no Shita de Specials,Special (6 eps),Mar 2017 - Mar 2017,"2,473 members",https://myanimelist.net/anime/38177/Anitore_XX__Hitotsu_Yane_no_Shita_de_Specials
12983,5.08,Ao Oni The Animation,TV (13 eps),Oct 2016 - Jan 2017,"20,232 members",https://myanimelist.net/anime/33814/Ao_Oni_The_Animation
12984,5.08,Arui Tekoteko,Music (1 eps),Oct 2016 - Oct 2016,227 members,https://myanimelist.net/anime/40058/Arui_Tekoteko
12985,5.08,Battle Athletess Daiundoukai ReSTART!,TV (12 eps),Apr 2021 - Jun 2021,"7,857 members",https://myanimelist.net/anime/42321/Battle_Athletess_Daiundoukai_ReSTART
12986,5.08,BIGOTRE Capture Mission,ONA (3 eps),Apr 2020 - May 2020,292 members,https://myanimelist.net/anime/42168/BIGOTRE_Capture_Mission
12987,5.08,Bunbuku Chagama (1958),Movie (1 eps),1958 - 1958,383 members,https://myanimelist.net/anime/29921/Bunbuku_Chagama_1958
12988,5.08,Channel 5.5 2nd Season,ONA (4 eps),Apr 2014 - Jun 2014,912 members,https://myanimelist.net/anime/29822/Channel_55_2nd_Season
12989,5.08,Donna Donna,Music (1 eps),Feb 1966 - Feb 1966,485 members,https://myanimelist.net/anime/8719/Donna_Donna
12990,5.08,Futari Zamurai Homare no Kawakiri,Movie (1 eps),1963 - 1963,395 members,https://myanimelist.net/anime/29653/Futari_Zamurai_Homare_no_Kawakiri
12991,5.08,Hakata Mentai! Pirikarako-chan,TV (12 eps),Jul 2019 - Sep 2019,"2,988 members",https://myanimelist.net/anime/39620/Hakata_Mentai_Pirikarako-chan
12992,5.08,I Want Nothing,Music (1 eps),Apr 2008 - Apr 2008,328 members,https://myanimelist.net/anime/38795/I_Want_Nothing
12993,5.08,Idolls!,TV (10 eps),Jan 2021 - Mar 2021,"4,630 members",https://myanimelist.net/anime/42981/Idolls
12994,5.08,Umo,Music (1 eps),2007 - 2007,308 members,https://myanimelist.net/anime/30241/Umo
12995,5.08,Yanesenondo,ONA (1 eps),Jul 2009 - Jul 2009,524 members,https://myanimelist.net/anime/32642/Yanesenondo
12996,5.07,Usaband,ONA (1 eps),Sep 2009 - Sep 2009,439 members,https://myanimelist.net/anime/32639/Usaband
12997,5.07,Manga Revue Haru,Movie (1 eps),1931 - 1931,464 members,https://myanimelist.net/anime/35403/Manga_Revue_Haru
12998,5.07,MILPOM★,ONA (6 eps),Sep 2015 - Sep 2017,"1,293 members",https://myanimelist.net/anime/31471/MILPOM★
12999,5.07,Mugen Kouro,ONA (4 eps),Oct 2008 - May 2009,"1,272 members",https://myanimelist.net/anime/5322/Mugen_Kouro
13000,5.07,Neko Funjatta,Music (1 eps),Oct 1966 - Oct 1966,387 members,https://myanimelist.net/anime/24903/Neko_Funjatta
13001,5.07,Roba Chotto Suneta,Music (1 eps),Apr 1983 - Apr 1983,369 members,https://myanimelist.net/anime/30076/Roba_Chotto_Suneta
13002,5.07,Shinmai 'FUREAI' Net. Concept Movie,ONA (1 eps),Dec 2015 - Dec 2015,293 members,https://myanimelist.net/anime/35976/Shinmai_FUREAI_Net_Concept_Movie
13003,5.07,Tonari no Onigiri-kun,Special (3 eps),Aug 2016 - Nov 2016,"1,339 members",https://myanimelist.net/anime/34050/Tonari_no_Onigiri-kun
13004,5.07,Ano Ko ni 1000%,OVA (1 eps),Nov 1989 - Nov 1989,"2,530 members",https://myanimelist.net/anime/7475/Ano_Ko_ni_1000
13005,5.07,Chainsaw Bunny,ONA (1 eps),Aug 2018 - Aug 2018,"3,379 members",https://myanimelist.net/anime/38181/Chainsaw_Bunny
13006,5.07,Cleaning Switch,Music (1 eps),Aug 2008 - Aug 2008,462 members,https://myanimelist.net/anime/40687/Cleaning_Switch
13007,5.07,Donten ni Warau x Mameshiba,ONA (1 eps),Mar 2018 - Mar 2018,718 members,https://myanimelist.net/anime/37431/Donten_ni_Warau_x_Mameshiba
13008,5.07,Goro-chan,Music (1 eps),Feb 1990 - Feb 1990,437 members,https://myanimelist.net/anime/31695/Goro-chan
13009,5.07,Happy Weekend,Music (1 eps),Apr 2002 - Apr 2002,364 members,https://myanimelist.net/anime/8772/Happy_Weekend
13010,5.07,Hen,OVA (2 eps),Mar 1997 - May 1997,"5,700 members",https://myanimelist.net/anime/2317/Hen
13011,5.07,HuGoo.n no Hug Hug Song,Music (1 eps),Aug 2018 - Aug 2018,337 members,https://myanimelist.net/anime/38158/HuGoon_no_Hug_Hug_Song
13012,5.07,Hwanggeum Nalgae 1.2.3.,Movie (1 eps),Jan 1978 - Jan 1978,485 members,https://myanimelist.net/anime/16560/Hwanggeum_Nalgae_123
13013,5.07,Inaba no Kuni no Usagi-san,Movie (1 eps),1935 - 1935,419 members,https://myanimelist.net/anime/35389/Inaba_no_Kuni_no_Usagi-san
13014,5.07,Jataka Monogatari: Kiniro no Shika,Movie (1 eps),1969 - 1969,313 members,https://myanimelist.net/anime/29928/Jataka_Monogatari__Kiniro_no_Shika
13015,5.07,Joki Joki Tailor,Music (1 eps),1981 - 1981,323 members,https://myanimelist.net/anime/30157/Joki_Joki_Tailor
13016,5.07,Kindan Joshi,TV (5 eps),Dec 2020 - Jan 2021,686 members,https://myanimelist.net/anime/45596/Kindan_Joshi
13017,5.06,1/100 Train Station,ONA (1 eps),Jul 2017 - Jul 2017,946 members,https://myanimelist.net/anime/36747/1_100_Train_Station
13018,5.06,112 Sabsections of Skyline,ONA (1 eps),Oct 2007 - Oct 2007,589 members,https://myanimelist.net/anime/39286/112_Sabsections_of_Skyline
13019,5.06,Cakes,ONA (1 eps),May 2016 - May 2016,358 members,https://myanimelist.net/anime/33863/Cakes
13020,5.06,Dambo,Music (1 eps),Dec 2004 - Dec 2004,612 members,https://myanimelist.net/anime/7512/Dambo
13021,5.06,Hana no Zundamaru: Junk,ONA (3 eps),Feb 2014 - Feb 2014,362 members,https://myanimelist.net/anime/22953/Hana_no_Zundamaru__Junk
13022,5.06,Honda-san x Taka no Tsume,ONA (1 eps),Nov 2018 - Nov 2018,"1,021 members",https://myanimelist.net/anime/38632/Honda-san_x_Taka_no_Tsume
13023,5.06,Inumarudashi,TV (4 eps),Jun 2011 - Jul 2011,801 members,https://myanimelist.net/anime/10847/Inumarudashi
13024,5.06,IRoid: Koi no Yuukou Frontier,ONA (1 eps),Dec 2015 - Dec 2015,462 members,https://myanimelist.net/anime/33698/IRoid__Koi_no_Yuukou_Frontier
13025,5.06,Karo to Piyobupt: Ame no Hi,Movie (1 eps),1992 - 1992,778 members,https://myanimelist.net/anime/7488/Karo_to_Piyobupt__Ame_no_Hi
13026,5.06,Wall,Movie (1 eps),1987 - 1987,535 members,https://myanimelist.net/anime/31266/Wall
13027,5.06,Warau Kumo,Movie (1 eps),2016 - 2016,328 members,https://myanimelist.net/anime/38863/Warau_Kumo
13028,5.06,Warui no wo Taose!! Salaryman Man,ONA (1 eps),Nov 2004 - Nov 2004,682 members,https://myanimelist.net/anime/33791/Warui_no_wo_Taose_Salaryman_Man
13029,5.06,Mama Gomennasai,Music (1 eps),Aug 1964 - Aug 1964,261 members,https://myanimelist.net/anime/36382/Mama_Gomennasai
13030,5.06,Many Things SD Gundam,Special (2 eps),2011 - Jul 2011,"1,016 members",https://myanimelist.net/anime/30840/Many_Things_SD_Gundam
13031,5.06,Mormorando,Movie (1 eps),Sep 2014 - Sep 2014,605 members,https://myanimelist.net/anime/31834/Mormorando
13032,5.06,Sense Honma ni Honma,Music (1 eps),Aug 1982 - Aug 1982,308 members,https://myanimelist.net/anime/32583/Sense_Honma_ni_Honma
13033,5.06,Sora no Momotarou,Movie (1 eps),Oct 1931 - Oct 1931,"1,408 members",https://myanimelist.net/anime/4390/Sora_no_Momotarou
13034,5.05,Nekko-kun,Music (1 eps),Dec 2006 - Dec 2006,406 members,https://myanimelist.net/anime/8773/Nekko-kun
13035,5.05,Ooatari Sora no Entaku,Movie (1 eps),Oct 1932 - Oct 1932,"1,141 members",https://myanimelist.net/anime/4392/Ooatari_Sora_no_Entaku
13036,5.05,Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,Music (1 eps),Dec 2017 - Dec 2017,437 members,https://myanimelist.net/anime/36983/Oshiri_Tantei__Puputto_Fumutto_Kaiketsu_Dance
13037,5.05,Ousama Game The Animation,TV (12 eps),Oct 2017 - Dec 2017,"233,189 members",https://myanimelist.net/anime/36027/Ousama_Game_The_Animation
13038,5.05,Paper Moon,Music (1 eps),2013 - 2013,254 members,https://myanimelist.net/anime/35732/Paper_Moon
13039,5.05,Picotopia,ONA (1 eps),Jul 2013 - Jul 2013,"1,424 members",https://myanimelist.net/anime/21607/Picotopia
13040,5.05,Seiji no Rinrika,Movie (1 eps),1926 - 1926,449 members,https://myanimelist.net/anime/35366/Seiji_no_Rinrika
13041,5.05,Taiyou no Hou: El Cantare e no Michi,Movie (1 eps),Oct 2000 - Oct 2000,"1,024 members",https://myanimelist.net/anime/7985/Taiyou_no_Hou__El_Cantare_e_no_Michi
13042,5.05,Ahiru Rikusentai,Movie (1 eps),1940 - 1940,"1,107 members",https://myanimelist.net/anime/28241/Ahiru_Rikusentai
13043,5.05,Aikodesho,Music (1 eps),Aug 1988 - Aug 1988,392 members,https://myanimelist.net/anime/32421/Aikodesho
13044,5.05,Furudera no Obake-soudou,Movie (1 eps),1936 - 1936,"1,054 members",https://myanimelist.net/anime/5838/Furudera_no_Obake-soudou
13045,5.05,Houkago no Shokuinshitsu,OVA (2 eps),Apr 1994 - Jan 1995,"7,504 members",https://myanimelist.net/anime/730/Houkago_no_Shokuinshitsu
13046,5.05,Human Gift,Music (1 eps),Mar 2009 - Mar 2009,240 members,https://myanimelist.net/anime/36072/Human_Gift
13047,5.05,Ijime: Ikenie no Kyoushitsu,OVA (1 eps),Feb 2012 - Feb 2012,"1,816 members",https://myanimelist.net/anime/12599/Ijime__Ikenie_no_Kyoushitsu
13048,5.05,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,ONA (1 eps),Jun 2014 - Jun 2014,391 members,https://myanimelist.net/anime/30442/Kana_Kana_Kazoku_x_Himitsukessha_Taka_no_Tsume_Collaboration_Film
13049,5.04,Ark IX,OVA (1 eps),Jul 2013 - Jul 2013,"8,490 members",https://myanimelist.net/anime/17395/Ark_IX
13050,5.04,Brave Fire S0.9,Special (1 eps),Apr 1987 - Apr 1987,599 members,https://myanimelist.net/anime/10044/Brave_Fire_S09
13051,5.04,Drive Car,Music (1 eps),2003 - 2003,363 members,https://myanimelist.net/anime/36264/Drive_Car
13052,5.04,Eien no Hou,Movie (1 eps),Sep 2006 - Sep 2006,"1,467 members",https://myanimelist.net/anime/6939/Eien_no_Hou
13053,5.04,Kawawawawawada,Special (1 eps),2016 - 2016,241 members,https://myanimelist.net/anime/36678/Kawawawawawada
13054,5.04,Kiseichuu no Ichiya,Movie (1 eps),1972 - 1972,"2,579 members",https://myanimelist.net/anime/7025/Kiseichuu_no_Ichiya
13055,5.04,Koto no Shidai,Music (1 eps),Jul 2017 - Jul 2017,278 members,https://myanimelist.net/anime/35935/Koto_no_Shidai
13056,5.04,Nanaraki: Seven Lucky Gods,ONA (12 eps),Apr 2022 - Dec 2022,420 members,https://myanimelist.net/anime/51766/Nanaraki__Seven_Lucky_Gods
13057,5.04,Ni-hiki no Sanma (1968),Movie (1 eps),1968 - 1968,535 members,https://myanimelist.net/anime/29701/Ni-hiki_no_Sanma_1968
13058,5.04,One: Kagayaku Kisetsu e,OVA (4 eps),Aug 2001 - May 2002,"3,795 members",https://myanimelist.net/anime/675/One__Kagayaku_Kisetsu_e
13059,5.04,Prism Magical: Prism Generations!,OVA (1 eps),Aug 2010 - Aug 2010,"3,099 members",https://myanimelist.net/anime/9506/Prism_Magical__Prism_Generations
13060,5.04,Saru Kani Gassen,Movie (1 eps),-,463 members,https://myanimelist.net/anime/30059/Saru_Kani_Gassen
