ranking,score,title,number_of_episodes,emission_date,number_members,url
6912,6.47,Qualidea Code,TV (12 eps),Jul 2016 - Sep 2016,"186,207 members",https://myanimelist.net/anime/32360/Qualidea_Code
6913,6.47,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow Announcement,ONA (1 eps),Sep 2017 - Sep 2017,"1,157 members",https://myanimelist.net/anime/42776/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Memory_Snow_Announcement
6914,6.47,Ro-Kyu-Bu! SS Recap,Special (1 eps),Aug 2013 - Aug 2013,"4,265 members",https://myanimelist.net/anime/20155/Ro-Kyu-Bu_SS_Recap
6915,6.47,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music (1 eps),Jan 2012 - Jan 2012,"4,504 members",https://myanimelist.net/anime/15453/Shinryaku_Ika_Musume__Kore_ga_Umi_e_no_Ai_Jana-ika
6916,6.47,Street Fighter Alpha: Generations,Movie (1 eps),Oct 2005 - Oct 2005,"13,795 members",https://myanimelist.net/anime/950/Street_Fighter_Alpha__Generations
6917,6.47,Sword Art Online: Full Dive - Opening Eizou,Movie (1 eps),Nov 2022 - Nov 2022,"1,016 members",https://myanimelist.net/anime/53588/Sword_Art_Online__Full_Dive_-_Opening_Eizou
6918,6.47,Taiho Shichau zo in America,Special (1 eps),Mar 2002 - Mar 2002,"5,019 members",https://myanimelist.net/anime/2010/Taiho_Shichau_zo_in_America
6919,6.47,Teekyuu 2 Specials,Special (2 eps),Oct 2013 - Oct 2013,"10,216 members",https://myanimelist.net/anime/21201/Teekyuu_2_Specials
6920,6.47,Tekken: Bloodline,ONA (6 eps),Aug 2022 - Aug 2022,"24,356 members",https://myanimelist.net/anime/51347/Tekken__Bloodline
6921,6.47,Tenchi Muyou! Ryououki 5th Season,OVA (6 eps),Feb 2020 - May 2021,"4,452 members",https://myanimelist.net/anime/40097/Tenchi_Muyou_Ryououki_5th_Season
6922,6.47,Tentai Senshi Sunred: Short Corner,Special (4 eps),Feb 2009 - Apr 2009,937 members,https://myanimelist.net/anime/8314/Tentai_Senshi_Sunred__Short_Corner
6923,6.47,Tetsujin 28-gou,TV (96 eps),Oct 1963 - May 1965,"3,262 members",https://myanimelist.net/anime/2686/Tetsujin_28-gou
6924,6.47,Time Bokan Series: Time Patroltai Otasukeman,TV (53 eps),Feb 1980 - Jan 1981,"1,178 members",https://myanimelist.net/anime/8553/Time_Bokan_Series__Time_Patroltai_Otasukeman
6925,6.47,Tistou Midori no Oyayubi,Movie (1 eps),Mar 1990 - Mar 1990,853 members,https://myanimelist.net/anime/5895/Tistou_Midori_no_Oyayubi
6926,6.47,Turn A Gundam I Movie: Earth Light,Movie (1 eps),Feb 2002 - Feb 2002,"4,842 members",https://myanimelist.net/anime/3963/Turn_A_Gundam_I_Movie__Earth_Light
6927,6.47,Upotte!! Miatte Waratte,OVA (1 eps),Oct 2012 - Oct 2012,"15,447 members",https://myanimelist.net/anime/14173/Upotte_Miatte_Waratte
6928,6.47,Wo de Tian Jie Nu You,ONA (15 eps),Sep 2017 - Jan 2018,"34,990 members",https://myanimelist.net/anime/36455/Wo_de_Tian_Jie_Nu_You
6929,6.47,X²: Double X,Music (1 eps),Nov 1993 - Nov 1993,"5,277 members",https://myanimelist.net/anime/2729/X²__Double_X
6930,6.47,Yoroiden Samurai Troopers Kikoutei Densetsu,OVA (4 eps),Oct 1989 - Jan 1990,"2,543 members",https://myanimelist.net/anime/1266/Yoroiden_Samurai_Troopers_Kikoutei_Densetsu
6931,6.47,Yuuki Yuuna wa Yuushabu Shozoku 2,Movie (1 eps),Apr 2017 - Apr 2017,"3,664 members",https://myanimelist.net/anime/35472/Yuuki_Yuuna_wa_Yuushabu_Shozoku_2
6932,6.47,Yuuki Yuuna wa Yuushabu Shozoku 3,Movie (1 eps),Jul 2017 - Jul 2017,"3,381 members",https://myanimelist.net/anime/35473/Yuuki_Yuuna_wa_Yuushabu_Shozoku_3
6933,6.46,Uchuu Senshi Baldios,TV (34 eps),Jun 1980 - Jan 1981,"2,390 members",https://myanimelist.net/anime/1737/Uchuu_Senshi_Baldios
6934,6.46,Ultra B: Black Hole kara no Dokusaisha BB!!,Movie (1 eps),Mar 1988 - Mar 1988,465 members,https://myanimelist.net/anime/10244/Ultra_B__Black_Hole_kara_no_Dokusaisha_BB
6935,6.46,Upotte!!,ONA (10 eps),Apr 2012 - Jun 2012,"70,101 members",https://myanimelist.net/anime/12317/Upotte
6936,6.46,Yakusoku (ONA),ONA (1 eps),Aug 2013 - Aug 2013,"1,387 members",https://myanimelist.net/anime/21065/Yakusoku_ONA
6937,6.46,Aikatsu Planet!,TV (24 eps),Jan 2021 - Jun 2021,"3,441 members",https://myanimelist.net/anime/42653/Aikatsu_Planet
6938,6.46,Aishen Qiaokeli-ing: Wanjie Jinian,ONA (1 eps),Mar 2016 - Mar 2016,"4,115 members",https://myanimelist.net/anime/40835/Aishen_Qiaokeli-ing__Wanjie_Jinian
6939,6.46,Atarashii Sekai,Music (1 eps),Mar 2008 - Mar 2008,"3,124 members",https://myanimelist.net/anime/6533/Atarashii_Sekai
6940,6.46,Atashin'chi Movie,Movie (1 eps),Dec 2003 - Dec 2003,791 members,https://myanimelist.net/anime/9795/Atashinchi_Movie
6941,6.46,Baka ja Nai no ni,Music (1 eps),Jul 2021 - Jul 2021,465 members,https://myanimelist.net/anime/49737/Baka_ja_Nai_no_ni
6942,6.46,Berserk (Music),Music (1 eps),Oct 2015 - Oct 2015,249 members,https://myanimelist.net/anime/53253/Berserk_Music
6943,6.46,Brothers Conflict: Setsubou,Special (1 eps),Feb 2014 - Feb 2014,"21,859 members",https://myanimelist.net/anime/22745/Brothers_Conflict__Setsubou
6944,6.46,Chousoku Henkei Gyrozetter,TV (51 eps),Oct 2012 - Sep 2013,"5,394 members",https://myanimelist.net/anime/14989/Chousoku_Henkei_Gyrozetter
6945,6.46,Chunqiu Feng Shen,ONA (24 eps),Jul 2021 - Nov 2021,660 members,https://myanimelist.net/anime/49841/Chunqiu_Feng_Shen
6946,6.46,Citrus,TV (12 eps),Jan 2018 - Mar 2018,"490,124 members",https://myanimelist.net/anime/34382/Citrus
6947,6.46,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Special (1 eps),Jun 2012 - Jun 2012,"6,882 members",https://myanimelist.net/anime/14317/Computer_Kakumei__Saikyou_x_Saisoku_no_Zunou_Tanjou
6948,6.46,Cross Fight B-Daman eS,TV (52 eps),Oct 2012 - Sep 2013,"3,363 members",https://myanimelist.net/anime/15547/Cross_Fight_B-Daman_eS
6949,6.46,Da Zhu Zai,ONA (12 eps),Aug 2019 - Oct 2019,"6,435 members",https://myanimelist.net/anime/40233/Da_Zhu_Zai
6950,6.46,"Dakara Boku wa, H ga Dekinai. Recap",Special (1 eps),Aug 2012 - Aug 2012,"26,156 members",https://myanimelist.net/anime/15325/Dakara_Boku_wa_H_ga_Dekinai_Recap
6951,6.46,Death March kara Hajimaru Isekai Kyousoukyoku,TV (12 eps),Jan 2018 - Mar 2018,"474,784 members",https://myanimelist.net/anime/34497/Death_March_kara_Hajimaru_Isekai_Kyousoukyoku
6952,6.46,Digimon Survive: Prologue Movie,ONA (1 eps),Jul 2019 - Jul 2019,"5,801 members",https://myanimelist.net/anime/40156/Digimon_Survive__Prologue_Movie
6953,6.46,Dog Days'': Limone Resort Tenbou Onsen!,Special (1 eps),Aug 2015 - Aug 2015,"8,378 members",https://myanimelist.net/anime/31851/Dog_Days__Limone_Resort_Tenbou_Onsen
6954,6.46,Doraemon: Ganbare! Gian!!,Movie (1 eps),Mar 2001 - Mar 2001,"1,826 members",https://myanimelist.net/anime/2653/Doraemon__Ganbare_Gian
6955,6.46,Eden's Bowy,TV (26 eps),Apr 1999 - Sep 1999,"6,442 members",https://myanimelist.net/anime/1189/Edens_Bowy
6956,6.46,Egao,Music (1 eps),Apr 2003 - Apr 2003,"13,327 members",https://myanimelist.net/anime/2953/Egao
6957,6.46,Etotama Specials,Special (6 eps),May 2015 - Jul 2015,"8,034 members",https://myanimelist.net/anime/31070/Etotama_Specials
6958,6.46,Feng Qi Luoyang Zhi Shen Ji Shaonian,ONA (16 eps),Dec 2021 - Mar 2022,560 members,https://myanimelist.net/anime/50657/Feng_Qi_Luoyang_Zhi_Shen_Ji_Shaonian
6959,6.46,Freezing Vibration Specials,Special (6 eps),Dec 2013 - May 2014,"25,922 members",https://myanimelist.net/anime/21373/Freezing_Vibration_Specials
6960,6.46,Fushigi no Umi no Nadia Omake Gekijou,Special (10 eps),Feb 2003 - Feb 2003,"4,277 members",https://myanimelist.net/anime/3381/Fushigi_no_Umi_no_Nadia_Omake_Gekijou
6961,6.46,Grenadier: Hohoemi no Senshi Specials,Special (6 eps),Jan 2005 - Jun 2005,"6,330 members",https://myanimelist.net/anime/4361/Grenadier__Hohoemi_no_Senshi_Specials
6962,6.46,Hare Tokidoki Buta (TV),TV (61 eps),Jul 1997 - Sep 1998,"1,425 members",https://myanimelist.net/anime/2280/Hare_Tokidoki_Buta_TV
6963,6.46,Hitorigurashi no Shougakusei,ONA (10 eps),Oct 2017 - Dec 2017,"3,984 members",https://myanimelist.net/anime/35235/Hitorigurashi_no_Shougakusei
6964,6.46,Isekai wa Smartphone to Tomo ni. 2,TV (12 eps),Apr 2023 -,"74,903 members",https://myanimelist.net/anime/51632/Isekai_wa_Smartphone_to_Tomo_ni_2
6965,6.46,Itou Junji: Collection,TV (12 eps),Jan 2018 - Mar 2018,"161,748 members",https://myanimelist.net/anime/36124/Itou_Junji__Collection
6966,6.46,Kamen Rider Den-O: Imagin Anime,OVA (10 eps),Apr 2008 - Apr 2008,"1,368 members",https://myanimelist.net/anime/3923/Kamen_Rider_Den-O__Imagin_Anime
6967,6.46,Kamiarizuki no Kodomo,Movie (1 eps),Oct 2021 - Oct 2021,"17,856 members",https://myanimelist.net/anime/41877/Kamiarizuki_no_Kodomo
6968,6.46,Kazoku no Hanashi,ONA (1 eps),Nov 2013 - Nov 2013,916 members,https://myanimelist.net/anime/21333/Kazoku_no_Hanashi
6969,6.46,Keijo!!!!!!!! Specials,Special (6 eps),Nov 2016 - May 2017,"24,206 members",https://myanimelist.net/anime/34884/Keijo_Specials
6970,6.46,Kikou Kai Galient,TV (25 eps),Oct 1984 - Mar 1985,"3,353 members",https://myanimelist.net/anime/5153/Kikou_Kai_Galient
6971,6.46,Kiss of Life,Music (1 eps),Nov 2019 - Nov 2019,"1,025 members",https://myanimelist.net/anime/40691/Kiss_of_Life
6972,6.46,"Kyou, Koi wo Hajimemasu",OVA (2 eps),Jun 2010 - Oct 2010,"32,684 members",https://myanimelist.net/anime/8560/Kyou_Koi_wo_Hajimemasu
6973,6.46,Lady Lady!! (1988),Movie (1 eps),Mar 1988 - Mar 1988,"1,546 members",https://myanimelist.net/anime/9773/Lady_Lady_1988
6974,6.46,Mahou no Mako-chan,TV (48 eps),Nov 1970 - Sep 1971,"1,905 members",https://myanimelist.net/anime/4113/Mahou_no_Mako-chan
6975,6.46,Miru Tights,ONA (12 eps),May 2019 - Jul 2019,"117,419 members",https://myanimelist.net/anime/38935/Miru_Tights
6976,6.46,Mizugumo Monmon,Movie (1 eps),Jan 2006 - Jan 2006,"3,579 members",https://myanimelist.net/anime/4306/Mizugumo_Monmon
6977,6.46,Mugyutto! Black Clover,ONA (8 eps),Jul 2019 - Aug 2019,"16,790 members",https://myanimelist.net/anime/40031/Mugyutto_Black_Clover
6978,6.46,Musaigen no Phantom World: Limitless Phantom World,Special (7 eps),Apr 2016 - Oct 2016,"31,583 members",https://myanimelist.net/anime/33164/Musaigen_no_Phantom_World__Limitless_Phantom_World
6979,6.46,Mushikago no Cagaster,ONA (12 eps),Feb 2020 - Feb 2020,"36,079 members",https://myanimelist.net/anime/38663/Mushikago_no_Cagaster
6980,6.46,Natsu-iro no Sunadokei,OVA (2 eps),May 2004 - Jul 2004,"8,607 members",https://myanimelist.net/anime/622/Natsu-iro_no_Sunadokei
6981,6.46,One Piece: Dai Tettei Kaibou! Kouzuki Oden Densetsu!,Special (1 eps),Jun 2022 - Jun 2022,"3,257 members",https://myanimelist.net/anime/52199/One_Piece__Dai_Tettei_Kaibou_Kouzuki_Oden_Densetsu
6982,6.46,Pretty Rhythm: All Star Selection,TV (11 eps),Apr 2014 - Jun 2014,"3,266 members",https://myanimelist.net/anime/22215/Pretty_Rhythm__All_Star_Selection
6983,6.46,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,OVA (1 eps),May 1987 - May 1987,"6,265 members",https://myanimelist.net/anime/1296/Project_A-Ko_2__Daitokuji_Zaibatsu_no_Inbou
6984,6.46,Rozen Maiden: Meitantei Kunkun - Duell Walzer,Special (1 eps),Apr 2006 - Apr 2006,"17,730 members",https://myanimelist.net/anime/2237/Rozen_Maiden__Meitantei_Kunkun_-_Duell_Walzer
6985,6.46,Sangokushi: Dai San Bu - Harukanaru Taichi,Movie (1 eps),Apr 1994 - Apr 1994,627 members,https://myanimelist.net/anime/7698/Sangokushi__Dai_San_Bu_-_Harukanaru_Taichi
6986,6.46,Seraphim Call,TV (12 eps),Oct 1999 - Dec 1999,"5,332 members",https://myanimelist.net/anime/2245/Seraphim_Call
6987,6.46,Shoujo Shuumatsu Jugyou,ONA (12 eps),Oct 2017 - Dec 2017,"10,870 members",https://myanimelist.net/anime/36468/Shoujo_Shuumatsu_Jugyou
6988,6.46,Shukufuku no Campanella: La Campanella Della Benedizione,OVA (1 eps),Mar 2011 - Mar 2011,"5,998 members",https://myanimelist.net/anime/9924/Shukufuku_no_Campanella__La_Campanella_Della_Benedizione
6989,6.46,Starmyu 3rd Season: Encore,Special (1 eps),Sep 2019 - Sep 2019,"1,229 members",https://myanimelist.net/anime/40431/Starmyu_3rd_Season__Encore
6990,6.46,Technoroid: Overmind,TV (12 eps),Jan 2023 - Mar 2023,"12,430 members",https://myanimelist.net/anime/50284/Technoroid__Overmind
6991,6.46,Teekyuu 3 Specials,Special (2 eps),Jan 2014 - Jan 2014,"9,372 members",https://myanimelist.net/anime/22335/Teekyuu_3_Specials
6992,6.45,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,Special (2 eps),Sep 2007 - Oct 2007,571 members,https://myanimelist.net/anime/33880/Kochira_Katsushikaku_Kameari_Kouenmae_Hashutsujo__Ryou-san_no_Sushi_Kui_Nee_-_Choujou_Maguro_Taiketsu
6993,6.45,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,TV (30 eps),Feb 2008 - Aug 2008,"9,586 members",https://myanimelist.net/anime/5725/Kodai_Ouja_Kyouryuu_King__Yokuryuu_Densetsu
6994,6.45,Koi to Uso: Isshou no Koi/Koi no Kimochi,OVA (1 eps),Nov 2018 - Nov 2018,"37,055 members",https://myanimelist.net/anime/37711/Koi_to_Uso__Isshou_no_Koi_Koi_no_Kimochi
6995,6.45,Kojika Monogatari,TV (52 eps),Nov 1983 - Jan 1985,911 members,https://myanimelist.net/anime/2568/Kojika_Monogatari
6996,6.45,Kouya no Shounen Isamu,TV (52 eps),Apr 1973 - Mar 1974,"1,128 members",https://myanimelist.net/anime/4597/Kouya_no_Shounen_Isamu
6997,6.45,Last Exile: Ginyoku no Fam - Adjournment,Special (2 eps),Dec 2011 - Feb 2012,"6,520 members",https://myanimelist.net/anime/12429/Last_Exile__Ginyoku_no_Fam_-_Adjournment
6998,6.45,Ling Yu 5th Season,ONA (12 eps),Jul 2017 - Oct 2017,"1,539 members",https://myanimelist.net/anime/37895/Ling_Yu_5th_Season
6999,6.45,Megaton-kyuu Musashi 2nd Season,TV (15 eps),Oct 2022 - Mar 2023,"3,402 members",https://myanimelist.net/anime/50559/Megaton-kyuu_Musashi_2nd_Season
7000,6.45,Mob Psycho Mini,Special (6 eps),Sep 2016 - Feb 2017,"32,950 members",https://myanimelist.net/anime/37504/Mob_Psycho_Mini
7001,6.45,Motto ne!,Music (1 eps),Feb 2021 - Feb 2021,874 members,https://myanimelist.net/anime/48378/Motto_ne
7002,6.45,Nanatsu no Taizai: Kamigami no Gekirin,TV (24 eps),Oct 2019 - Mar 2020,"682,421 members",https://myanimelist.net/anime/39701/Nanatsu_no_Taizai__Kamigami_no_Gekirin
7003,6.45,Nihon Chinbotsu 2020,ONA (10 eps),Jul 2020 - Jul 2020,"141,608 members",https://myanimelist.net/anime/40515/Nihon_Chinbotsu_2020
7004,6.45,Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,Special (1 eps),Oct 2010 - Oct 2010,"7,051 members",https://myanimelist.net/anime/10886/Nurarihyon_no_Mago__Gekitou_Dai_Futsal_Taikai_Nuragumi_W_Cup
7005,6.45,One Room: Third Season,TV (12 eps),Oct 2020 - Dec 2020,"32,934 members",https://myanimelist.net/anime/41364/One_Room__Third_Season
7006,6.45,Oneechan ga Kita: Hajimete no… Kitaa!,Special (1 eps),Mar 2014 - Mar 2014,"25,734 members",https://myanimelist.net/anime/23427/Oneechan_ga_Kita__Hajimete_no…_Kitaa
7007,6.45,Onkyo Seimeitai Noiseman,Movie (1 eps),Nov 1997 - Nov 1997,"10,133 members",https://myanimelist.net/anime/1978/Onkyo_Seimeitai_Noiseman
7008,6.45,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",Special (6 eps),Jan 2016 - Jun 2016,"25,412 members",https://myanimelist.net/anime/31797/Ore_ga_Ojousama_Gakkou_ni_Shomin_Sample_Toshite_Gets♥Sareta_Ken_Specials
7009,6.45,Pet,TV (13 eps),Jan 2020 - Mar 2020,"90,930 members",https://myanimelist.net/anime/37522/Pet
7010,6.45,Pokemon Movie 15: Kyurem vs. Seikenshi,Movie (1 eps),Jul 2012 - Jul 2012,"49,080 members",https://myanimelist.net/anime/12671/Pokemon_Movie_15__Kyurem_vs_Seikenshi
7011,6.45,Pokemon XY: Odemashi Ko Majin Hoopa,OVA (1 eps),Jun 2015 - Jun 2015,"8,937 members",https://myanimelist.net/anime/31168/Pokemon_XY__Odemashi_Ko_Majin_Hoopa
7012,6.45,Qin Shi Mingyue: Kong Shan Niao Yu,ONA (3 eps),May 2014 - Jul 2014,893 members,https://myanimelist.net/anime/29935/Qin_Shi_Mingyue__Kong_Shan_Niao_Yu
7013,6.45,Ragnarök The Animation,TV (26 eps),Apr 2004 - Sep 2004,"48,302 members",https://myanimelist.net/anime/417/Ragnarök_The_Animation
7014,6.45,Saikyou Robot Daiouja,TV (50 eps),Jan 1981 - Jan 1982,984 members,https://myanimelist.net/anime/4574/Saikyou_Robot_Daiouja
7015,6.45,Shigofumi Picture Drama,Special (7 eps),Mar 2008 - Sep 2008,"4,198 members",https://myanimelist.net/anime/4173/Shigofumi_Picture_Drama
7016,6.45,Show By Rock!! Short!!,TV (12 eps),Jul 2016 - Sep 2016,"13,578 members",https://myanimelist.net/anime/32039/Show_By_Rock_Short
7017,6.45,Skate-Leading☆Stars,TV (12 eps),Jan 2021 - Mar 2021,"39,332 members",https://myanimelist.net/anime/40786/Skate-Leading☆Stars
7018,6.45,SKET Dance: SD Character Flash Anime,ONA (16 eps),Mar 2011 - Oct 2011,"3,642 members",https://myanimelist.net/anime/16718/SKET_Dance__SD_Character_Flash_Anime
7019,6.45,Soukyuu no Fafner: Arcadian Memory,OVA (2 eps),Nov 2005 - Jan 2006,"3,063 members",https://myanimelist.net/anime/9494/Soukyuu_no_Fafner__Arcadian_Memory
7020,6.45,Superflat Monogram,Special (1 eps),2003 - 2003,"7,829 members",https://myanimelist.net/anime/2290/Superflat_Monogram
7021,6.45,The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,Special (1 eps),Jun 2018 - Jun 2018,"2,902 members",https://myanimelist.net/anime/36529/The_iDOLMSTER_SideM__315_Variety_Pack_Made_In_Passion
7022,6.45,Toaru Majutsu no Index-tan III,Special (2 eps),Dec 2018 - Apr 2019,"11,124 members",https://myanimelist.net/anime/39094/Toaru_Majutsu_no_Index-tan_III
7023,6.45,Vivid Vice,Music (1 eps),Jan 2021 - Jan 2021,945 members,https://myanimelist.net/anime/52558/Vivid_Vice
7024,6.45,Yumedamaya Kidan,Special (1 eps),Nov 2007 - Nov 2007,"3,040 members",https://myanimelist.net/anime/3003/Yumedamaya_Kidan
7025,6.45,009 Re:Cyborg,Movie (1 eps),Oct 2012 - Oct 2012,"19,129 members",https://myanimelist.net/anime/11755/009_Re_Cyborg
7026,6.45,Amaenaide yo!!,TV (12 eps),Jul 2005 - Sep 2005,"72,980 members",https://myanimelist.net/anime/591/Amaenaide_yo
7027,6.45,Bakuretsu Hunters OVA,OVA (3 eps),Dec 1996 - Apr 1997,"6,701 members",https://myanimelist.net/anime/808/Bakuretsu_Hunters_OVA
7028,6.45,Battle Athletess Daiundoukai,OVA (6 eps),May 1997 - Jun 1998,"5,793 members",https://myanimelist.net/anime/1185/Battle_Athletess_Daiundoukai
7029,6.45,Buddy Daddies Intermission: Cherry-Pick,Special (1 eps),Mar 2023 - Mar 2023,"3,411 members",https://myanimelist.net/anime/54656/Buddy_Daddies_Intermission__Cherry-Pick
7030,6.45,Chance Triangle Session,TV (13 eps),May 2001 - Aug 2001,"5,613 members",https://myanimelist.net/anime/2495/Chance_Triangle_Session
7031,6.45,Cinderella Girls Gekijou: Climax Season,TV (13 eps),Apr 2019 - Jun 2019,"4,348 members",https://myanimelist.net/anime/38767/Cinderella_Girls_Gekijou__Climax_Season
7032,6.45,Clockwork Planet,TV (12 eps),Apr 2017 - Jun 2017,"153,576 members",https://myanimelist.net/anime/32407/Clockwork_Planet
7033,6.45,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,OVA (1 eps),Jul 2012 - Jul 2012,"69,853 members",https://myanimelist.net/anime/12685/Code_Geass__Hangyaku_no_Lelouch_-_Nunnally_in_Wonderland
7034,6.45,Di Wang Gong Lue,ONA (20 eps),Apr 2018 - Sep 2018,"10,377 members",https://myanimelist.net/anime/37563/Di_Wang_Gong_Lue
7035,6.45,Dog Days Recap,Special (1 eps),Jan 2015 - Jan 2015,"5,442 members",https://myanimelist.net/anime/29413/Dog_Days_Recap
7036,6.45,Dorami-chan: Mini-Dora SOS!!!,Movie (1 eps),Mar 1989 - Mar 1989,689 members,https://myanimelist.net/anime/2647/Dorami-chan__Mini-Dora_SOS
7037,6.45,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,OVA (1 eps),Jan 2020 - Jan 2020,"97,079 members",https://myanimelist.net/anime/40453/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II_OVA
7038,6.45,Eiyuu Densetsu: Sora no Kiseki The Animation,OVA (2 eps),Oct 2011 - Jan 2012,"16,591 members",https://myanimelist.net/anime/10260/Eiyuu_Densetsu__Sora_no_Kiseki_The_Animation
7039,6.45,Gakkatsu!,TV (25 eps),Apr 2012 - Sep 2012,"7,218 members",https://myanimelist.net/anime/13139/Gakkatsu
7040,6.45,Gal to Kyouryuu,TV (12 eps),Apr 2020 - Dec 2020,"30,751 members",https://myanimelist.net/anime/40358/Gal_to_Kyouryuu
7041,6.45,Gangsta. Recap,Special (1 eps),Sep 2015 - Sep 2015,"20,727 members",https://myanimelist.net/anime/31561/Gangsta_Recap
7042,6.45,Go! Go! Itsutsugo Land,TV (50 eps),Apr 2001 - Mar 2002,964 members,https://myanimelist.net/anime/3776/Go_Go_Itsutsugo_Land
7043,6.45,Gundam Build Divers Prologue,ONA (1 eps),Feb 2018 - Feb 2018,"6,943 members",https://myanimelist.net/anime/37247/Gundam_Build_Divers_Prologue
7044,6.45,Joou Heika no Petite Angie,TV (26 eps),Dec 1977 - Jun 1978,"1,476 members",https://myanimelist.net/anime/3435/Joou_Heika_no_Petite_Angie
7045,6.45,Karakuri no Kimi,OVA (1 eps),Mar 2000 - Mar 2000,"7,625 members",https://myanimelist.net/anime/1658/Karakuri_no_Kimi
7046,6.45,Kiitarou Shounen no Youkai Enikki,TV (12 eps),Oct 2016 - Dec 2016,"29,652 members",https://myanimelist.net/anime/33244/Kiitarou_Shounen_no_Youkai_Enikki
7047,6.44,Akatsuki no Chinkonka,Music (1 eps),Sep 2018 - Sep 2018,"2,957 members",https://myanimelist.net/anime/54468/Akatsuki_no_Chinkonka
7048,6.44,Altered Carbon: Resleeved,ONA (1 eps),Mar 2020 - Mar 2020,"9,297 members",https://myanimelist.net/anime/40613/Altered_Carbon__Resleeved
7049,6.44,Arata Kangatari,TV (12 eps),Apr 2013 - Jul 2013,"70,629 members",https://myanimelist.net/anime/16518/Arata_Kangatari
7050,6.44,Arrow Emblem Grand Prix no Taka,TV (44 eps),Sep 1977 - Aug 1978,"2,074 members",https://myanimelist.net/anime/3800/Arrow_Emblem_Grand_Prix_no_Taka
7051,6.44,Bai Niao Gu,Movie (1 eps),Jun 2017 - Jun 2017,"1,069 members",https://myanimelist.net/anime/39760/Bai_Niao_Gu
7052,6.44,Cinderella Girls Gekijou: Kayou Cinderella Theater,ONA (13 eps),Apr 2017 - Jun 2017,"4,950 members",https://myanimelist.net/anime/35346/Cinderella_Girls_Gekijou__Kayou_Cinderella_Theater
7053,6.44,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,OVA (4 eps),Jul 2013 - Jul 2013,"364,887 members",https://myanimelist.net/anime/15037/Corpse_Party__Tortured_Souls_-_Bougyakusareta_Tamashii_no_Jukyou
7054,6.44,Denshin Mamotte Shugogetten,OVA (8 eps),Jun 2000 - Nov 2001,"3,565 members",https://myanimelist.net/anime/660/Denshin_Mamotte_Shugogetten
7055,6.44,Dragon Ball Z: Atsumare! Gokuu World,OVA (1 eps),Jan 1992 - Jan 1992,"21,264 members",https://myanimelist.net/anime/6714/Dragon_Ball_Z__Atsumare_Gokuu_World
7056,6.44,Futakoi,TV (13 eps),Oct 2004 - Dec 2004,"34,516 members",https://myanimelist.net/anime/125/Futakoi
7057,6.44,Gakkou no Kaidan (OVA),OVA (10 eps),Jul 2005 - Aug 2009,"1,216 members",https://myanimelist.net/anime/22053/Gakkou_no_Kaidan_OVA
7058,6.44,Gekiganger 3: The Movie,OVA (1 eps),Feb 1998 - Feb 1998,"4,442 members",https://myanimelist.net/anime/2067/Gekiganger_3__The_Movie
7059,6.44,Gifuu Doudou!!: Kanetsugu to Keiji,TV (25 eps),Jul 2013 - Dec 2013,"7,900 members",https://myanimelist.net/anime/18771/Gifuu_Doudou__Kanetsugu_to_Keiji
7060,6.44,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,Special (1 eps),Oct 1980 - Oct 1980,"1,890 members",https://myanimelist.net/anime/6735/Ginga_Tetsudou_999__Kimi_wa_Haha_no_You_ni_Aiseru_ka
7061,6.44,Godzilla 1: Kaijuu Wakusei,Movie (1 eps),Nov 2017 - Nov 2017,"59,798 members",https://myanimelist.net/anime/33783/Godzilla_1__Kaijuu_Wakusei
7062,6.44,Hyakka Ryouran: Samurai After Specials,Special (2 eps),Jan 2015 - Jul 2015,"10,196 members",https://myanimelist.net/anime/30237/Hyakka_Ryouran__Samurai_After_Specials
7063,6.44,Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,ONA (1 eps),Mar 2021 - Mar 2021,"1,423 members",https://myanimelist.net/anime/48829/Ichiban_Kuji_Natsume_Yuujinchou__Nyanko-sensei_to_Hana_Shirabe
7064,6.44,Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,Special (1 eps),Jul 2014 - Jul 2014,"15,639 members",https://myanimelist.net/anime/25861/Inugami-san_to_Nekoyama-san__Nekoyama-san_to_Onsen_Ryokou
