ranking,score,title,url,studio,themes,genres,demographics,emission_type,number_episodes,members,first_emission,last_emission,year,month
2814,7.26,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,https://myanimelist.net/anime/5710/Keroro_Gunsou_Movie_4__Gekishin_Dragon_Warriors_de_Arimasu,sunrise,['not_available'],['comedy'],not_available,movie,1.0,4313.0,2009-03-01,2009-03-01,2009.0,3.0
2815,7.26,Kidou Tenshi Angelic Layer,https://myanimelist.net/anime/52/Kidou_Tenshi_Angelic_Layer,bones,['not_available'],"['award_winning', 'comedy', 'drama', 'sci_fi', 'sports']",shounen,tv,26.0,56749.0,2001-04-01,2001-09-01,2001.0,4.0
2816,7.26,Kimi no Kokoro wa Kagayaiteru kai?,https://myanimelist.net/anime/31780/Kimi_no_Kokoro_wa_Kagayaiteru_kai,sunrise,"['idols__female_', 'music']",['not_available'],not_available,music,1.0,10109.0,2015-10-01,2015-10-01,2015.0,10.0
2817,7.25,Asura Cryin' 2,https://myanimelist.net/anime/6676/Asura_Cryin_2,seven_arcs,['mecha'],"['action', 'supernatural']",not_available,tv,13.0,60826.0,2009-10-01,2009-12-01,2009.0,10.0
2818,7.25,Break Blade,https://myanimelist.net/anime/22433/Break_Blade,production_i_g,"['adult_cast', 'mecha', 'military']","['action', 'fantasy']",shounen,tv,12.0,91924.0,2014-04-01,2014-06-01,2014.0,4.0
2819,7.25,Crayon Shin-chan Movie 04: Henderland no Daibouken,https://myanimelist.net/anime/8359/Crayon_Shin-chan_Movie_04__Henderland_no_Daibouken,shin_ei_animation,['not_available'],"['adventure', 'ecchi']",seinen,movie,1.0,7530.0,1996-04-01,1996-04-01,1996.0,4.0
2820,7.25,Cuticle Tantei Inaba,https://myanimelist.net/anime/15109/Cuticle_Tantei_Inaba,zexcs,"['detective', 'gag_humor', 'organized_crime']","['comedy', 'fantasy', 'mystery']",shounen,tv,12.0,101042.0,2013-01-01,2013-03-01,2013.0,1.0
2821,7.25,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,https://myanimelist.net/anime/2597/Detective_Conan_OVA_07__A_Challenge_from_Agasa_Agasa_vs_Conan_and_the_Detective_Boys,tms_entertainment,['detective'],"['adventure', 'comedy', 'mystery']",shounen,ova,1.0,13741.0,2007-03-01,2007-03-01,2007.0,3.0
2822,7.25,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,https://myanimelist.net/anime/6930/Doraemon_Movie_29__Shin_Nobita_no_Uchuu_Kaitakushi,shin_ei_animation,['not_available'],"['adventure', 'comedy', 'fantasy']",kids,movie,1.0,6422.0,2009-03-01,2009-03-01,2009.0,3.0
2823,7.25,Doraemon Movie 38: Nobita no Takarajima,https://myanimelist.net/anime/35740/Doraemon_Movie_38__Nobita_no_Takarajima,shin_ei_animation,['not_available'],"['adventure', 'fantasy']",kids,movie,1.0,5477.0,2018-03-01,2018-03-01,2018.0,3.0
2824,7.25,Doraemon Movie 39: Nobita no Getsumen Tansaki,https://myanimelist.net/anime/38530/Doraemon_Movie_39__Nobita_no_Getsumen_Tansaki,shin_ei_animation,['space'],"['adventure', 'fantasy', 'sci_fi']",kids,movie,1.0,3849.0,2019-03-01,2019-03-01,2019.0,3.0
2825,7.25,Doupo Cangqiong,https://myanimelist.net/anime/36491/Doupo_Cangqiong,foch_films,['not_available'],"['action', 'adventure', 'comedy', 'romance', 'supernatural']",not_available,ona,12.0,11611.0,2017-01-01,2017-04-01,2017.0,1.0
2826,7.25,Erementar Gerad,https://myanimelist.net/anime/1250/Erementar_Gerad,xebec,['super_power'],"['adventure', 'comedy', 'fantasy', 'romance']",shounen,tv,26.0,93251.0,2005-04-01,2005-09-01,2005.0,4.0
2827,7.25,Fullmetal Alchemist: Reflections,https://myanimelist.net/anime/664/Fullmetal_Alchemist__Reflections,bones,['military'],"['adventure', 'comedy', 'drama', 'fantasy']",shounen,special,1.0,42515.0,2005-03-01,2005-03-01,2005.0,3.0
2828,7.25,Fushigi Yuugi: Dai Ni Bu,https://myanimelist.net/anime/381/Fushigi_Yuugi__Dai_Ni_Bu,pierrot,"['historical', 'isekai', 'martial_arts']","['adventure', 'fantasy', 'romance']",shoujo,ova,6.0,20081.0,1997-05-01,1998-10-01,1997.0,5.0
2829,7.25,Gatchaman Crowds: Insight,https://myanimelist.net/anime/21039/Gatchaman_Crowds__Insight,tatsunoko_production,['not_available'],"['adventure', 'sci_fi']",not_available,tv,12.0,72964.0,2015-07-01,2015-09-01,2015.0,7.0
2830,7.25,Genki Bakuhatsu Ganbaruger,https://myanimelist.net/anime/2916/Genki_Bakuhatsu_Ganbaruger,sunrise,['mecha'],['not_available'],not_available,tv,47.0,1353.0,1992-04-01,1993-02-01,1992.0,4.0
2831,7.25,GS Mikami,https://myanimelist.net/anime/2400/GS_Mikami,toei_animation,['not_available'],"['comedy', 'supernatural']",shounen,tv,45.0,12993.0,1993-04-01,1994-03-01,1993.0,4.0
2832,7.25,Heavy Object,https://myanimelist.net/anime/27829/Heavy_Object,j_c_staff,"['mecha', 'military']","['action', 'sci_fi']",not_available,tv,24.0,149528.0,2015-10-01,2016-03-01,2015.0,10.0
2833,7.25,High School DxD Hero,https://myanimelist.net/anime/34281/High_School_DxD_Hero,passione,"['harem', 'mythology', 'school']","['action', 'comedy', 'romance', 'ecchi']",not_available,tv,12.0,474945.0,2018-04-01,2018-07-01,2018.0,4.0
2834,7.25,IGPX: Immortal Grand Prix (2005) 2nd Season,https://myanimelist.net/anime/1410/IGPX__Immortal_Grand_Prix_2005_2nd_Season,production_i_g,"['mecha', 'racing']","['action', 'sci_fi']",not_available,tv,13.0,10770.0,2006-05-01,2006-08-01,2006.0,5.0
2835,7.25,Ihatov Gensou: Kenji no Haru,https://myanimelist.net/anime/1206/Ihatov_Gensou__Kenji_no_Haru,group_tac,"['anthropomorphic', 'historical']","['drama', 'slice_of_life']",not_available,movie,1.0,8187.0,1996-12-01,1996-12-01,1996.0,12.0
2836,7.25,Kakegurui,https://myanimelist.net/anime/34933/Kakegurui,mappa,"['high_stakes_game', 'psychological', 'school', 'strategy_game']","['drama', 'mystery']",shounen,tv,12.0,1388624.0,2017-07-01,2017-09-01,2017.0,7.0
2837,7.25,Kakegurui Twin,https://myanimelist.net/anime/50339/Kakegurui_Twin,mappa,"['psychological', 'school']","['drama', 'mystery']",shounen,ona,6.0,87616.0,2022-08-01,2022-08-01,2022.0,8.0
2838,7.25,Kao Ni La Zhanshen Xitong,https://myanimelist.net/anime/52178/Kao_Ni_La_Zhanshen_Xitong,chongzhuo_animation,['martial_arts'],"['action', 'comedy', 'fantasy']",not_available,ona,16.0,12077.0,2022-07-01,2022-11-01,2022.0,7.0
2839,7.25,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,https://myanimelist.net/anime/2408/Keroro_Gunsou_Movie_2__Shinkai_no_Princess_de_Arimasu,sunrise,['not_available'],"['action', 'adventure', 'comedy', 'drama', 'sci_fi']",shounen,movie,1.0,5523.0,2007-03-01,2007-03-01,2007.0,3.0
2840,7.25,Kidou Senshi Gundam 0083: Stardust Memory,https://myanimelist.net/anime/84/Kidou_Senshi_Gundam_0083__Stardust_Memory,sunrise,"['mecha', 'military', 'space']","['adventure', 'drama', 'romance', 'sci_fi']",not_available,ova,13.0,41819.0,1991-05-01,1992-09-01,1991.0,5.0
2841,7.25,Kidou Senshi Gundam I,https://myanimelist.net/anime/1090/Kidou_Senshi_Gundam_I,sunrise,"['mecha', 'military', 'space']","['action', 'adventure', 'drama', 'sci_fi']",not_available,movie,1.0,39452.0,1981-03-01,1981-03-01,1981.0,3.0
2842,7.25,Kidou Senshi Gundam Thunderbolt: Bandit Flower,https://myanimelist.net/anime/35949/Kidou_Senshi_Gundam_Thunderbolt__Bandit_Flower,sunrise,"['mecha', 'military', 'space']","['action', 'drama', 'sci_fi']",not_available,movie,1.0,12936.0,2017-11-01,2017-11-01,2017.0,11.0
2843,7.25,Kimi no Hikari: Asagao to Kase-san.,https://myanimelist.net/anime/35159/Kimi_no_Hikari__Asagao_to_Kase-san,zexcs,"['music', 'school']","['girls_love', 'romance']",not_available,ova,1.0,40164.0,2017-07-01,2017-07-01,2017.0,7.0
2844,7.25,Trinity Seven Movie 1: Eternity Library to Alchemic Girl,https://myanimelist.net/anime/33581/Trinity_Seven_Movie_1__Eternity_Library_to_Alchemic_Girl,seven_arcs_pictures,"['harem', 'school']","['action', 'comedy', 'fantasy', 'romance', 'ecchi']",shounen,movie,1.0,168493.0,2017-02-01,2017-02-01,2017.0,2.0
2845,7.25,Witch Hunter Robin,https://myanimelist.net/anime/7/Witch_Hunter_Robin,sunrise,['detective'],"['action', 'drama', 'mystery', 'supernatural']",not_available,tv,26.0,110830.0,2002-07-01,2002-12-01,2002.0,7.0
2846,7.25,Xin Shen Bang: Nezha Chongsheng,https://myanimelist.net/anime/44061/Xin_Shen_Bang__Nezha_Chongsheng,light_chaser_animation_studios,['not_available'],"['action', 'fantasy', 'sci_fi']",not_available,movie,1.0,4122.0,2021-02-01,2021-02-01,2021.0,2.0
2847,7.25,Mahou no Yousei Persia,https://myanimelist.net/anime/2039/Mahou_no_Yousei_Persia,pierrot,['mahou_shoujo'],['comedy'],not_available,tv,48.0,3187.0,1984-07-01,1985-05-01,1984.0,7.0
2848,7.25,MÄR,https://myanimelist.net/anime/738/MÄR,synergysp,['isekai'],"['action', 'adventure', 'comedy', 'fantasy']",shounen,tv,102.0,50466.0,2005-04-01,2007-03-01,2005.0,4.0
2849,7.25,Nekketsu Saikyou Go-Saurer,https://myanimelist.net/anime/5395/Nekketsu_Saikyou_Go-Saurer,sunrise,['mecha'],"['action', 'sci_fi']",not_available,tv,51.0,1462.0,1993-03-01,1994-02-01,1993.0,3.0
2850,7.25,Noblesse: Pamyeol-ui Sijak,https://myanimelist.net/anime/32566/Noblesse__Pamyeol-ui_Sijak,studio_animal,['not_available'],"['action', 'adventure', 'supernatural']",not_available,ova,1.0,52526.0,2015-12-01,2015-12-01,2015.0,12.0
2851,7.25,Nurse Angel Ririka SOS,https://myanimelist.net/anime/616/Nurse_Angel_Ririka_SOS,gallop,['not_available'],"['drama', 'fantasy']",shoujo,tv,35.0,4340.0,1995-07-01,1996-03-01,1995.0,7.0
2852,7.25,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,https://myanimelist.net/anime/42282/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_X,silver_link_,"['isekai', 'reincarnation', 'reverse_harem', 'school']","['comedy', 'fantasy', 'romance']",shoujo,tv,12.0,211875.0,2021-07-01,2021-09-01,2021.0,7.0
2853,7.25,Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi,https://myanimelist.net/anime/40587/Precure_Miracle_Leap_Movie__Minna_to_no_Fushigi_na_Ichinichi,toei_animation,['mahou_shoujo'],"['action', 'fantasy']",shoujo,movie,1.0,2458.0,2020-10-01,2020-10-01,2020.0,10.0
2854,7.25,Sei Juushi Bismarck,https://myanimelist.net/anime/2361/Sei_Juushi_Bismarck,pierrot,"['mecha', 'space']","['action', 'adventure', 'sci_fi']",not_available,tv,51.0,5394.0,1984-10-01,1985-09-01,1984.0,10.0
2855,7.25,Selection Project,https://myanimelist.net/anime/44275/Selection_Project,doga_kobo,"['idols__female_', 'music']",['not_available'],not_available,tv,13.0,40985.0,2021-10-01,2021-12-01,2021.0,10.0
2856,7.25,Shijou Saikyou no Deshi Kenichi Specials,https://myanimelist.net/anime/24029/Shijou_Saikyou_no_Deshi_Kenichi_Specials,brain_base,"['martial_arts', 'school']","['action', 'comedy']",shounen,special,4.0,12135.0,2013-11-01,2014-05-01,2013.0,11.0
2857,7.25,Shin Chou Kyou Ryo: Condor Hero II,https://myanimelist.net/anime/960/Shin_Chou_Kyou_Ryo__Condor_Hero_II,nippon_animation,['historical'],"['adventure', 'drama', 'romance']",not_available,tv,26.0,3787.0,2005-01-01,2006-09-01,2005.0,1.0
2858,7.25,Shounan Bakusouzoku,https://myanimelist.net/anime/2463/Shounan_Bakusouzoku,toei_animation,['delinquents'],"['action', 'comedy']",shounen,ova,12.0,3530.0,1986-09-01,1999-03-01,1986.0,9.0
2859,7.25,Slayers Revolution,https://myanimelist.net/anime/4028/Slayers_Revolution,j_c_staff,['not_available'],"['adventure', 'comedy', 'fantasy']",not_available,tv,13.0,36355.0,2008-07-01,2008-09-01,2008.0,7.0
2860,7.25,Subete ga F ni Naru,https://myanimelist.net/anime/28621/Subete_ga_F_ni_Naru,a_1_pictures,"['adult_cast', 'detective', 'psychological']","['mystery', 'sci_fi']",not_available,tv,11.0,164223.0,2015-10-01,2015-12-01,2015.0,10.0
2861,7.24,Kobayashi-san Chi no OO Dragon,https://myanimelist.net/anime/35145/Kobayashi-san_Chi_no_OO_Dragon,kyoto_animation,['not_available'],"['fantasy', 'slice_of_life']",not_available,special,7.0,98457.0,2017-03-01,2017-09-01,2017.0,3.0
2862,7.24,Layton Mystery Tanteisha: Katri no Nazotoki File,https://myanimelist.net/anime/37023/Layton_Mystery_Tanteisha__Katri_no_Nazotoki_File,lidenfilms,['not_available'],"['comedy', 'mystery']",kids,tv,50.0,16370.0,2018-04-01,2019-03-01,2018.0,4.0
2863,7.24,Ling Long: Incarnation Part 2,https://myanimelist.net/anime/42290/Ling_Long__Incarnation_Part_2,yhkt_entertainment,['mythology'],"['action', 'drama', 'horror', 'sci_fi', 'suspense']",not_available,ona,6.0,1952.0,2020-07-01,2020-10-01,2020.0,7.0
2864,7.24,Long Zhi Gu: Jingling Wangzuo,https://myanimelist.net/anime/31678/Long_Zhi_Gu__Jingling_Wangzuo,mili_pictures,['not_available'],"['action', 'adventure', 'fantasy']",not_available,movie,1.0,4365.0,2016-08-01,2016-08-01,2016.0,8.0
2865,7.24,Lupin III: Honoo no Kioku - Tokyo Crisis,https://myanimelist.net/anime/1437/Lupin_III__Honoo_no_Kioku_-_Tokyo_Crisis,tokyo_movie_shinsha,['adult_cast'],"['action', 'adventure', 'comedy', 'mystery']",shounen,special,1.0,7728.0,1998-07-01,1998-07-01,1998.0,7.0
2866,7.24,Macross F Music Clip Shuu: Nyankuri,https://myanimelist.net/anime/10050/Macross_F_Music_Clip_Shuu__Nyankuri,satelight,['music'],['not_available'],not_available,music,1.0,4682.0,2010-11-01,2010-11-01,2010.0,11.0
2867,7.24,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,https://myanimelist.net/anime/4483/Mahoutsukai_ni_Taisetsu_na_Koto__Natsu_no_Sora,hal_film_maker,['iyashikei'],"['drama', 'romance', 'slice_of_life']",shounen,tv,12.0,26287.0,2008-07-01,2008-09-01,2008.0,7.0
2868,7.24,Mahoutsukai no Yome Recap,https://myanimelist.net/anime/37031/Mahoutsukai_no_Yome_Recap,wit_studio,['not_available'],"['fantasy', 'supernatural']",shounen,special,1.0,14670.0,2017-12-01,2017-12-01,2017.0,12.0
2869,7.24,Mai-Otome Zwei,https://myanimelist.net/anime/1609/Mai-Otome_Zwei,sunrise,['not_available'],['action'],not_available,ova,4.0,18888.0,2006-11-01,2007-08-01,2006.0,11.0
2870,7.24,Main Actor,https://myanimelist.net/anime/39511/Main_Actor,add_some,['music'],['not_available'],not_available,music,1.0,3283.0,2018-02-01,2018-02-01,2018.0,2.0
2871,7.24,Maoyuu Maou Yuusha,https://myanimelist.net/anime/14833/Maoyuu_Maou_Yuusha,arms,['mythology'],"['adventure', 'fantasy', 'romance']",not_available,tv,12.0,462577.0,2013-01-01,2013-03-01,2013.0,1.0
2872,7.24,Mayo Chiki!,https://myanimelist.net/anime/10110/Mayo_Chiki,feel_,"['crossdressing', 'harem', 'school']","['comedy', 'romance', 'ecchi']",not_available,tv,13.0,475717.0,2011-07-01,2011-09-01,2011.0,7.0
2873,7.24,Natsu no Arashi!,https://myanimelist.net/anime/5597/Natsu_no_Arashi,shaft,['time_travel'],"['comedy', 'romance', 'supernatural']",shounen,tv,13.0,52322.0,2009-04-01,2009-06-01,2009.0,4.0
2874,7.24,"Natsu-iro Egao de 1, 2, Jump!",https://myanimelist.net/anime/11033/Natsu-iro_Egao_de_1_2_Jump,sunrise,"['idols__female_', 'music']",['not_available'],not_available,music,1.0,13439.0,2011-08-01,2011-08-01,2011.0,8.0
2875,7.24,Nazo no Kanojo X,https://myanimelist.net/anime/12467/Nazo_no_Kanojo_X,hoods_entertainment,['school'],['romance'],seinen,tv,13.0,296459.0,2012-04-01,2012-07-01,2012.0,4.0
2876,7.24,Otogi,https://myanimelist.net/anime/39150/Otogi,add_some,['music'],['not_available'],not_available,music,4.0,1605.0,2019-02-01,2019-02-01,2019.0,2.0
2877,7.24,Patalliro!,https://myanimelist.net/anime/2835/Patalliro,toei_animation,['not_available'],"['adventure', 'boys_love', 'comedy']",shoujo,tv,49.0,7650.0,1982-04-01,1983-05-01,1982.0,4.0
2878,7.24,Petshop of Horrors,https://myanimelist.net/anime/326/Petshop_of_Horrors,madhouse,['not_available'],"['horror', 'mystery', 'supernatural']",josei,tv,4.0,64337.0,1999-03-01,1999-03-01,1999.0,3.0
2879,7.24,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,https://myanimelist.net/anime/15651/Phi_Brain__Kami_no_Puzzle_-_Shukuteki_Rätsel-hen,sunrise,"['high_stakes_game', 'strategy_game']","['action', 'mystery']",not_available,tv,25.0,35314.0,2013-10-01,2014-03-01,2013.0,10.0
2880,7.24,Robot Carnival,https://myanimelist.net/anime/2182/Robot_Carnival,appp,['mecha'],"['fantasy', 'sci_fi']",not_available,ova,1.0,23805.0,1987-07-01,1987-07-01,1987.0,7.0
2881,7.24,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,https://myanimelist.net/anime/1302/Sayonara_Ginga_Tetsudou_999__Andromeda_Shuuchakueki,toei_animation,['space'],"['adventure', 'drama', 'sci_fi']",not_available,movie,1.0,9042.0,1981-01-01,1981-01-01,1981.0,1.0
2882,7.24,Servamp Movie: Alice in the Garden,https://myanimelist.net/anime/36803/Servamp_Movie__Alice_in_the_Garden,platinum_vision,['vampire'],"['action', 'supernatural']",josei,movie,1.0,26215.0,2018-04-01,2018-04-01,2018.0,4.0
2883,7.24,Shaman King Specials,https://myanimelist.net/anime/3861/Shaman_King_Specials,xebec,['not_available'],"['action', 'comedy', 'supernatural']",shounen,special,5.0,19753.0,2002-01-01,2003-07-01,2002.0,1.0
2884,7.24,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,https://myanimelist.net/anime/29786/Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai,j_c_staff,"['gag_humor', 'school']","['comedy', 'ecchi']",not_available,tv,12.0,764557.0,2015-07-01,2015-09-01,2015.0,7.0
2885,7.24,Sidonia no Kishi Movie,https://myanimelist.net/anime/28495/Sidonia_no_Kishi_Movie,polygon_pictures,"['mecha', 'space']","['action', 'sci_fi']",seinen,movie,1.0,11876.0,2015-03-01,2015-03-01,2015.0,3.0
2886,7.24,Slow Loop,https://myanimelist.net/anime/45425/Slow_Loop,connect,"['cgdct', 'iyashikei']","['gourmet', 'slice_of_life']",not_available,tv,12.0,57010.0,2022-01-01,2022-03-01,2022.0,1.0
2887,7.24,Soukyuu no Fafner: Dead Aggressor - The Beyond,https://myanimelist.net/anime/34649/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond,production_i_g,"['mecha', 'military']","['action', 'drama', 'sci_fi']",not_available,movie,3.0,7083.0,2019-05-01,2019-05-01,2019.0,5.0
2888,7.24,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,https://myanimelist.net/anime/40109/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond_Part_2,production_i_g,"['mecha', 'military']","['action', 'drama', 'sci_fi']",not_available,movie,3.0,3808.0,2019-11-01,2019-11-01,2019.0,11.0
2889,7.24,Souten Kouro,https://myanimelist.net/anime/5226/Souten_Kouro,madhouse,['historical'],"['action', 'adventure']",not_available,tv,26.0,18369.0,2009-04-01,2009-09-01,2009.0,4.0
2890,7.24,Strike the Blood: Valkyria no Oukoku-hen,https://myanimelist.net/anime/30321/Strike_the_Blood__Valkyria_no_Oukoku-hen,barnum_studio,"['school', 'vampire']","['action', 'fantasy', 'supernatural', 'ecchi']",not_available,ova,2.0,92411.0,2015-11-01,2015-12-01,2015.0,11.0
2891,7.24,Suki tte Ii na yo. Dareka ga,https://myanimelist.net/anime/16868/Suki_tte_Ii_na_yo_Dareka_ga,zexcs,['school'],['romance'],shoujo,ova,1.0,61776.0,2013-07-01,2013-07-01,2013.0,7.0
2892,7.24,Taisou Zamurai,https://myanimelist.net/anime/42668/Taisou_Zamurai,mappa,['not_available'],['sports'],not_available,tv,11.0,55503.0,2020-10-01,2020-12-01,2020.0,10.0
2893,7.24,Tales of Zestiria the Cross,https://myanimelist.net/anime/30911/Tales_of_Zestiria_the_Cross,ufotable,['not_available'],"['action', 'adventure', 'fantasy']",not_available,tv,12.0,316702.0,2016-07-01,2016-09-01,2016.0,7.0
2894,7.24,Tales of Zestiria the Cross: Saiyaku no Jidai,https://myanimelist.net/anime/33558/Tales_of_Zestiria_the_Cross__Saiyaku_no_Jidai,ufotable,['not_available'],"['action', 'adventure', 'fantasy']",not_available,special,1.0,60502.0,2016-07-01,2016-07-01,2016.0,7.0
2895,7.24,Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,https://myanimelist.net/anime/5947/Tengen_Toppa_Gurren_Lagann_Movie_Zenyasai__Viral_no_Amai_Yume,gainax,['not_available'],['comedy'],not_available,ova,1.0,28686.0,2009-01-01,2009-01-01,2009.0,1.0
2896,7.24,Tibet Inu Monogatari,https://myanimelist.net/anime/10629/Tibet_Inu_Monogatari,madhouse,['mythology'],"['adventure', 'drama', 'fantasy']",not_available,movie,1.0,6249.0,2011-06-01,2011-06-01,2011.0,6.0
2897,7.24,Aggressive Retsuko: We Wish You a Metal Christmas,https://myanimelist.net/anime/38815/Aggressive_Retsuko__We_Wish_You_a_Metal_Christmas,fanworks,['anthropomorphic'],['comedy'],not_available,ona,1.0,51780.0,2018-12-01,2018-12-01,2018.0,12.0
2898,7.24,Ajin Part 3: Shougeki,https://myanimelist.net/anime/30870/Ajin_Part_3__Shougeki,polygon_pictures,['gore'],"['action', 'horror', 'mystery', 'supernatural']",seinen,movie,1.0,25138.0,2016-09-01,2016-09-01,2016.0,9.0
2899,7.24,Akuyaku Reijou nano de Last Boss wo Kattemimashita,https://myanimelist.net/anime/49979/Akuyaku_Reijou_nano_de_Last_Boss_wo_Kattemimashita,maho_film,['isekai'],"['comedy', 'fantasy', 'romance']",shoujo,tv,12.0,130627.0,2022-10-01,2022-12-01,2022.0,10.0
2900,7.24,Amanchu!,https://myanimelist.net/anime/31771/Amanchu,j_c_staff,"['iyashikei', 'school']","['comedy', 'slice_of_life']",shounen,tv,12.0,90716.0,2016-07-01,2016-09-01,2016.0,7.0
2901,7.24,Ani ni Tsukeru Kusuri wa Nai! 5,https://myanimelist.net/anime/49599/Ani_ni_Tsukeru_Kusuri_wa_Nai_5,planet_cartoon,['school'],['comedy'],not_available,ona,12.0,12216.0,2022-06-01,2022-08-01,2022.0,6.0
2902,7.24,Animal Yokochou,https://myanimelist.net/anime/280/Animal_Yokochou,gallop,['not_available'],"['adventure', 'comedy', 'fantasy']",shoujo,tv,51.0,2977.0,2005-10-01,2006-09-01,2005.0,10.0
2903,7.24,Ashita no Joe 2 (Movie),https://myanimelist.net/anime/2922/Ashita_no_Joe_2_Movie,tokyo_movie_shinsha,['combat_sports'],"['drama', 'sports']",shounen,movie,1.0,4791.0,1981-07-01,1981-07-01,1981.0,7.0
2904,7.24,Beelzebub-jou no Okinimesu mama.,https://myanimelist.net/anime/37716/Beelzebub-jou_no_Okinimesu_mama,lidenfilms,"['mythology', 'workplace']","['comedy', 'fantasy', 'romance']",shounen,tv,12.0,91080.0,2018-10-01,2018-12-01,2018.0,10.0
2905,7.24,Boku dake ga Inai Machi Recaps,https://myanimelist.net/anime/35815/Boku_dake_ga_Inai_Machi_Recaps,a_1_pictures,"['psychological', 'time_travel']",['mystery'],seinen,ona,2.0,33409.0,2016-02-01,2016-03-01,2016.0,2.0
2906,7.24,Boku no Hero Academia: Sukue! Kyuujo Kunren!,https://myanimelist.net/anime/33929/Boku_no_Hero_Academia__Sukue_Kyuujo_Kunren,bones,"['school', 'super_power']",['action'],shounen,ova,1.0,172453.0,2017-04-01,2017-04-01,2017.0,4.0
2907,7.24,Damekko Doubutsu,https://myanimelist.net/anime/485/Damekko_Doubutsu,magic_bus,['anthropomorphic'],"['comedy', 'slice_of_life']",not_available,tv,26.0,10858.0,2005-01-01,2005-02-01,2005.0,1.0
2908,7.24,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,https://myanimelist.net/anime/32189/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Mirai-hen,lerche,"['high_stakes_game', 'psychological', 'survival']","['action', 'horror', 'mystery']",not_available,tv,12.0,337507.0,2016-07-01,2016-09-01,2016.0,7.0
2909,7.24,Darwin's Game,https://myanimelist.net/anime/38656/Darwins_Game,nexus,"['high_stakes_game', 'super_power', 'survival']","['action', 'mystery', 'sci_fi']",shounen,tv,11.0,515737.0,2020-01-01,2020-03-01,2020.0,1.0
2910,7.24,Doraemon: Obaachan no Omoide,https://myanimelist.net/anime/2649/Doraemon__Obaachan_no_Omoide,add_some,['not_available'],"['award_winning', 'comedy', 'fantasy', 'sci_fi']","kids,_shounen",movie,1.0,3124.0,2000-03-01,2000-03-01,2000.0,3.0
2911,7.24,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,https://myanimelist.net/anime/37347/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_II,j_c_staff,['not_available'],"['action', 'adventure', 'fantasy']",not_available,tv,12.0,761771.0,2019-07-01,2019-09-01,2019.0,7.0
2912,7.24,Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,https://myanimelist.net/anime/45558/Fanren_Xiu_Xian_Chuan__Yan_Jia_Bao_Dazhan,original_force,"['historical', 'martial_arts']","['action', 'adventure', 'fantasy']",not_available,ona,4.0,2115.0,2021-01-01,2021-02-01,2021.0,1.0
2913,7.24,Fuujin Monogatari,https://myanimelist.net/anime/1524/Fuujin_Monogatari,production_i_g,"['iyashikei', 'school']","['drama', 'fantasy', 'slice_of_life', 'supernatural']",not_available,tv,13.0,18021.0,2004-09-01,2005-02-01,2004.0,9.0
2914,7.24,Genjitsu Shugi Yuusha no Oukoku Saikenki,https://myanimelist.net/anime/41710/Genjitsu_Shugi_Yuusha_no_Oukoku_Saikenki,j_c_staff,"['harem', 'isekai', 'military']","['action', 'fantasy', 'romance']",not_available,tv,13.0,346137.0,2021-07-01,2021-09-01,2021.0,7.0
2915,7.24,H2,https://myanimelist.net/anime/386/H2,ashi_productions,['team_sports'],"['comedy', 'romance', 'sports']",shounen,tv,41.0,9457.0,1995-06-01,1996-03-01,1995.0,6.0
2916,7.24,Harmonie,https://myanimelist.net/anime/20903/Harmonie,studio_rikka,"['psychological', 'school']","['drama', 'slice_of_life']",not_available,movie,1.0,56320.0,2014-03-01,2014-03-01,2014.0,3.0
2917,7.24,Hyakko,https://myanimelist.net/anime/4550/Hyakko,nippon_animation,"['cgdct', 'school']","['comedy', 'slice_of_life']",not_available,tv,13.0,43837.0,2008-10-01,2008-12-01,2008.0,10.0
2918,7.24,Inukami!,https://myanimelist.net/anime/940/Inukami,seven_arcs,['not_available'],"['comedy', 'romance', 'supernatural', 'ecchi']",not_available,tv,26.0,68247.0,2006-04-01,2006-09-01,2006.0,4.0
