ranking,score,title,url,studio,themes,genres,demographics,emission_type,number_episodes,members,first_emission,last_emission,year,month
2919,7.24,Just Because!,https://myanimelist.net/anime/35639/Just_Because,pine_jam,"['love_polygon', 'school']","['drama', 'romance']",not_available,tv,12.0,291189.0,2017-10-01,2017-12-01,2017.0,10.0
2920,7.24,Kaidan Restaurant,https://myanimelist.net/anime/6980/Kaidan_Restaurant,toei_animation,['not_available'],"['horror', 'mystery', 'supernatural']",kids,tv,23.0,15872.0,2009-10-01,2010-06-01,2009.0,10.0
2921,7.24,Kidou Senshi Gundam SEED Destiny Special Edition,https://myanimelist.net/anime/2294/Kidou_Senshi_Gundam_SEED_Destiny_Special_Edition,sunrise,"['mecha', 'military', 'space']","['action', 'drama', 'romance', 'sci_fi']",not_available,special,4.0,11300.0,2006-05-01,2006-05-01,2006.0,5.0
2922,7.24,Kidou Senshi Gundam Thunderbolt 2nd Season,https://myanimelist.net/anime/34391/Kidou_Senshi_Gundam_Thunderbolt_2nd_Season,sunrise,"['mecha', 'military', 'space']","['action', 'drama', 'sci_fi']",not_available,ona,4.0,21037.0,2017-03-01,2017-07-01,2017.0,3.0
2923,7.24,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,https://myanimelist.net/anime/50652/Tsundere_Akuyaku_Reijou_Liselotte_to_Jikkyou_no_Endou-kun_to_Kaisetsu_no_Kobayashi-san,tezuka_productions,['video_game'],"['comedy', 'fantasy', 'romance']",not_available,tv,12.0,66442.0,2023-01-01,2023-03-01,2023.0,1.0
2924,7.24,"Wake Up, Girls! Beyond the Bottom",https://myanimelist.net/anime/30419/Wake_Up_Girls_Beyond_the_Bottom,ordet,"['idols__female_', 'music']",['drama'],not_available,movie,1.0,8431.0,2015-12-01,2015-12-01,2015.0,12.0
2925,7.24,Xingchen Bian: Yu Li Cang Hai,https://myanimelist.net/anime/41528/Xingchen_Bian__Yu_Li_Cang_Hai,foch_films,"['historical', 'martial_arts']","['action', 'adventure', 'fantasy', 'romance']",not_available,ona,12.0,3853.0,2020-05-01,2020-05-01,2020.0,5.0
2926,7.24,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,https://myanimelist.net/anime/5764/Zero_no_Tsukaima__Princesses_no_Rondo_-_Yuuwaku_no_Sunahama,j_c_staff,"['harem', 'isekai']","['comedy', 'fantasy', 'ecchi']",not_available,special,1.0,91307.0,2008-12-01,2008-12-01,2008.0,12.0
2927,7.23,Tsurune: Kazemai Koukou Kyuudou-bu - Yabai,https://myanimelist.net/anime/38921/Tsurune__Kazemai_Koukou_Kyuudou-bu_-_Yabai,kyoto_animation,['school'],['sports'],not_available,special,1.0,27993.0,2019-03-01,2019-03-01,2019.0,3.0
2928,7.23,Wan Jie Xian Zong,https://myanimelist.net/anime/37937/Wan_Jie_Xian_Zong,ruo_hong_culture,"['historical', 'martial_arts', 'mythology']","['action', 'adventure', 'fantasy', 'romance']",not_available,ona,40.0,4325.0,2018-03-01,2018-07-01,2018.0,3.0
2929,7.23,"Wei, Kanjian Erduo La!",https://myanimelist.net/anime/38217/Wei_Kanjian_Erduo_La,monofilmo,['not_available'],"['boys_love', 'comedy', 'slice_of_life']",not_available,ona,12.0,17946.0,2018-08-01,2018-11-01,2018.0,8.0
2930,7.23,Zero no Tsukaima,https://myanimelist.net/anime/1195/Zero_no_Tsukaima,j_c_staff,"['harem', 'isekai', 'school']","['action', 'adventure', 'comedy', 'fantasy', 'romance', 'ecchi']",not_available,tv,13.0,787784.0,2006-07-01,2006-09-01,2006.0,7.0
2931,7.23,Koukaku Kidoutai Arise: Alternative Architecture,https://myanimelist.net/anime/29325/Koukaku_Kidoutai_Arise__Alternative_Architecture,production_i_g,"['adult_cast', 'detective', 'mecha', 'psychological']",['sci_fi'],not_available,tv,10.0,41888.0,2015-04-01,2015-06-01,2015.0,4.0
2932,7.23,Kuroko no Basket: Oshaberi Demo Shimasen ka,https://myanimelist.net/anime/29583/Kuroko_no_Basket__Oshaberi_Demo_Shimasen_ka,production_i_g,"['school', 'team_sports']","['comedy', 'sports']",shounen,special,1.0,24163.0,2014-12-01,2014-12-01,2014.0,12.0
2933,7.23,Kyoro-chan,https://myanimelist.net/anime/4375/Kyoro-chan,group_tac,['not_available'],"['adventure', 'comedy', 'fantasy']",not_available,tv,91.0,2796.0,1999-07-01,2001-03-01,1999.0,7.0
2934,7.23,Ling Long: Incarnation,https://myanimelist.net/anime/39675/Ling_Long__Incarnation,yhkt_entertainment,['mythology'],"['action', 'drama', 'horror', 'sci_fi', 'suspense']",not_available,ona,6.0,4828.0,2019-07-01,2019-09-01,2019.0,7.0
2935,7.23,Love Live! School Idol Festival All Stars,https://myanimelist.net/anime/40246/Love_Live_School_Idol_Festival_All_Stars,sunrise,['music'],['not_available'],not_available,ona,1.0,4907.0,2018-09-01,2018-09-01,2018.0,9.0
2936,7.23,"Manga ""Bakemonogatari"" Shaft Seisaku Tokubetsu PV",https://myanimelist.net/anime/51068/Manga_Bakemonogatari_Shaft_Seisaku_Tokubetsu_PV,shaft,['psychological'],['supernatural'],not_available,ona,1.0,2624.0,2022-02-01,2022-02-01,2022.0,2.0
2937,7.23,Midori no Hibi,https://myanimelist.net/anime/330/Midori_no_Hibi,pierrot,['not_available'],"['comedy', 'drama', 'romance', 'ecchi']",shounen,tv,13.0,161712.0,2004-04-01,2004-06-01,2004.0,4.0
2938,7.23,Nanatsu no Taizai: Imashime no Fukkatsu Joshou,https://myanimelist.net/anime/36923/Nanatsu_no_Taizai__Imashime_no_Fukkatsu_Joshou,a_1_pictures,['not_available'],"['action', 'adventure', 'fantasy']",shounen,special,1.0,63657.0,2018-01-01,2018-01-01,2018.0,1.0
2939,7.23,Needless,https://myanimelist.net/anime/6030/Needless,madhouse,['super_power'],"['action', 'comedy', 'sci_fi', 'ecchi']",seinen,tv,24.0,139010.0,2009-07-01,2009-12-01,2009.0,7.0
2940,7.23,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,https://myanimelist.net/anime/28299/Ookami_Shoujo_to_Kuro_Ouji__Gishinanki_–_Happening_Kiss,tyo_animations,['school'],"['comedy', 'romance']",shoujo,ova,1.0,53060.0,2015-04-01,2015-04-01,2015.0,4.0
2941,7.23,Ookiku Furikabutte: Kihon no Kihon,https://myanimelist.net/anime/3887/Ookiku_Furikabutte__Kihon_no_Kihon,a_1_pictures,['team_sports'],"['drama', 'sports']",seinen,special,1.0,12932.0,2008-02-01,2008-02-01,2008.0,2.0
2942,7.23,Owari no Seraph: The Beginning of the End,https://myanimelist.net/anime/31756/Owari_no_Seraph__The_Beginning_of_the_End,wit_studio,['vampire'],"['action', 'drama', 'supernatural']",shounen,special,1.0,63135.0,2015-10-01,2015-10-01,2015.0,10.0
2943,7.23,Planetarian: Snow Globe,https://myanimelist.net/anime/40778/Planetarian__Snow_Globe,okuruto_noboru,['not_available'],"['drama', 'sci_fi']",not_available,ova,1.0,11764.0,2021-01-01,2021-01-01,2021.0,1.0
2944,7.23,Popee the Performer,https://myanimelist.net/anime/6560/Popee_the_Performer,add_some,['not_available'],"['avant_garde', 'comedy']",not_available,tv,39.0,9915.0,2000-01-01,2001-12-01,2000.0,1.0
2945,7.23,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,https://myanimelist.net/anime/418/Ranma_½__Chuugoku_Nekonron_Daikessen_Okite_Yaburi_no_Gekitou-hen,studio_deen,['magical_sex_shift'],"['adventure', 'comedy']",shounen,movie,1.0,21217.0,1991-11-01,1991-11-01,1991.0,11.0
2946,7.23,Shin Chou Kyou Ryo: Condor Hero III,https://myanimelist.net/anime/5854/Shin_Chou_Kyou_Ryo__Condor_Hero_III,nippon_animation,['historical'],"['action', 'adventure', 'drama', 'romance']",not_available,tv,26.0,2815.0,2008-04-01,2008-05-01,2008.0,4.0
2947,7.23,Tegamibachi Gakuen,https://myanimelist.net/anime/8022/Tegamibachi_Gakuen,pierrot_plus,['school'],['comedy'],not_available,special,25.0,10149.0,2010-01-01,2010-07-01,2010.0,1.0
2948,7.23,Abenobashi Mahou☆Shoutengai,https://myanimelist.net/anime/306/Abenobashi_Mahou☆Shoutengai,gainax,"['isekai', 'parody']","['award_winning', 'comedy', 'fantasy', 'ecchi']",not_available,tv,13.0,85852.0,2002-04-01,2002-06-01,2002.0,4.0
2949,7.23,Accel World,https://myanimelist.net/anime/11759/Accel_World,sunrise,"['school', 'video_game']","['action', 'romance', 'sci_fi']",not_available,tv,24.0,693180.0,2012-04-01,2012-09-01,2012.0,4.0
2950,7.23,Boku no Hero Academia: Training of the Dead,https://myanimelist.net/anime/35459/Boku_no_Hero_Academia__Training_of_the_Dead,bones,"['school', 'super_power']",['action'],shounen,ova,1.0,190277.0,2017-06-01,2017-06-01,2017.0,6.0
2951,7.23,Bosco Daibouken,https://myanimelist.net/anime/3460/Bosco_Daibouken,nippon_animation,['not_available'],"['adventure', 'fantasy']",kids,tv,26.0,1887.0,1986-10-01,1987-03-01,1986.0,10.0
2952,7.23,Canaan,https://myanimelist.net/anime/5356/Canaan,p_a__works,['super_power'],"['action', 'sci_fi', 'supernatural']",seinen,tv,13.0,221872.0,2009-07-01,2009-09-01,2009.0,7.0
2953,7.23,Clannad Movie,https://myanimelist.net/anime/1723/Clannad_Movie,toei_animation,['school'],"['drama', 'romance', 'supernatural']",not_available,movie,1.0,170377.0,2007-09-01,2007-09-01,2007.0,9.0
2954,7.23,Dantalian no Shoka,https://myanimelist.net/anime/8915/Dantalian_no_Shoka,gainax,"['detective', 'historical']","['action', 'mystery', 'supernatural']",not_available,tv,12.0,144422.0,2011-07-01,2011-10-01,2011.0,7.0
2955,7.23,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!,https://myanimelist.net/anime/1369/Detective_Conan_OVA_01__Conan_vs_Kid_vs_Yaiba_-_Houtou_Soudatsu_Daikessen,tms_entertainment,['not_available'],"['adventure', 'comedy', 'mystery']",shounen,ova,1.0,19546.0,2000-10-01,2000-10-01,2000.0,10.0
2956,7.23,Digimon Adventure 02,https://myanimelist.net/anime/1313/Digimon_Adventure_02,toei_animation,['isekai'],"['action', 'adventure', 'comedy', 'drama', 'fantasy']",kids,tv,50.0,215229.0,2000-04-01,2001-03-01,2000.0,4.0
2957,7.23,ef: A Tale of Melodies. - Prologue,https://myanimelist.net/anime/6401/ef__A_Tale_of_Melodies_-_Prologue,shaft,['music'],['not_available'],not_available,special,1.0,18935.0,2008-05-01,2008-05-01,2008.0,5.0
2958,7.23,Fushigiboshi no☆Futagohime Gyu!,https://myanimelist.net/anime/1886/Fushigiboshi_no☆Futagohime_Gyu,j_c_staff,['mahou_shoujo'],"['comedy', 'fantasy']",not_available,tv,52.0,5775.0,2006-04-01,2007-03-01,2006.0,4.0
2959,7.23,Gear Fighter Dendoh,https://myanimelist.net/anime/2484/Gear_Fighter_Dendoh,sunrise,"['mecha', 'school', 'space']","['action', 'adventure', 'sci_fi']",not_available,tv,38.0,3453.0,2000-10-01,2001-06-01,2000.0,10.0
2960,7.23,GJ-bu@,https://myanimelist.net/anime/21635/GJ-bu,doga_kobo,['school'],"['comedy', 'slice_of_life']",not_available,special,1.0,36423.0,2014-05-01,2014-05-01,2014.0,5.0
2961,7.23,Golden Kamuy OVA,https://myanimelist.net/anime/37884/Golden_Kamuy_OVA,geno_studio,"['adult_cast', 'historical', 'military']","['action', 'adventure']",seinen,ova,1.0,24851.0,2018-09-01,2018-09-01,2018.0,9.0
2962,7.23,Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,https://myanimelist.net/anime/31324/Grisaia_no_Meikyuu__Caprice_no_Mayu_0_-_Takizono_Basketball_Club_no_Nama_Cream_Party,8bit,['not_available'],['ecchi'],not_available,special,1.0,58424.0,2015-07-01,2015-07-01,2015.0,7.0
2963,7.23,Hifuu Katsudou Kiroku: The Sealed Esoteric History,https://myanimelist.net/anime/36686/Hifuu_Katsudou_Kiroku__The_Sealed_Esoteric_History,add_some,['not_available'],['fantasy'],not_available,ova,,7402.0,,,,
2964,7.23,Himouto! Umaru-chan OVA,https://myanimelist.net/anime/30991/Himouto_Umaru-chan_OVA,doga_kobo,"['otaku_culture', 'school']",['comedy'],seinen,ova,2.0,78517.0,2015-10-01,2017-04-01,2015.0,10.0
2965,7.23,Hitsugi no Chaika,https://myanimelist.net/anime/20853/Hitsugi_no_Chaika,bones,['not_available'],"['action', 'adventure', 'fantasy', 'romance']",not_available,tv,12.0,367653.0,2014-04-01,2014-06-01,2014.0,4.0
2966,7.23,Idaten Jump,https://myanimelist.net/anime/1316/Idaten_Jump,trans_arts,"['school', 'strategy_game']",['sports'],not_available,tv,52.0,17358.0,2005-10-01,2006-09-01,2005.0,10.0
2967,7.23,Inferno Cop,https://myanimelist.net/anime/16774/Inferno_Cop,trigger,"['detective', 'gag_humor']","['action', 'comedy']",not_available,ona,13.0,99827.0,2012-12-01,2013-03-01,2012.0,12.0
2968,7.23,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,https://myanimelist.net/anime/40833/Inu_to_Neko_Docchi_mo_Katteru_to_Mainichi_Tanoshii,team_tilldawn,['pets'],"['comedy', 'slice_of_life']",not_available,tv,24.0,14100.0,2020-10-01,2021-03-01,2020.0,10.0
2969,7.23,Jashin-chan Dropkick': Chitose-hen,https://myanimelist.net/anime/40661/Jashin-chan_Dropkick__Chitose-hen,nomad,"['cgdct', 'gag_humor', 'mythology']","['comedy', 'supernatural']",not_available,special,1.0,13038.0,2020-04-01,2020-04-01,2020.0,4.0
2970,7.23,Kagami no Kojou,https://myanimelist.net/anime/51116/Kagami_no_Kojou,a_1_pictures,['not_available'],"['drama', 'fantasy', 'mystery']",not_available,movie,1.0,12627.0,2022-12-01,2022-12-01,2022.0,12.0
2971,7.23,Kaiketsu Zorro,https://myanimelist.net/anime/3010/Kaiketsu_Zorro,ashi_productions,['historical'],['adventure'],not_available,tv,52.0,11545.0,1996-04-01,1997-04-01,1996.0,4.0
2972,7.23,Kiniro Mosaic,https://myanimelist.net/anime/16732/Kiniro_Mosaic,studio_gokumi,"['cgdct', 'school']","['comedy', 'slice_of_life']",not_available,tv,12.0,178160.0,2013-07-01,2013-09-01,2013.0,7.0
2973,7.22,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,https://myanimelist.net/anime/32806/Aikatsu__Nerawareta_Mahou_no_Aikatsu_Card,bandai_namco_pictures,"['idols__female_', 'music', 'school']",['slice_of_life'],shoujo,movie,1.0,3501.0,2016-08-01,2016-08-01,2016.0,8.0
2974,7.22,Air Movie,https://myanimelist.net/anime/713/Air_Movie,toei_animation,['not_available'],"['drama', 'romance', 'supernatural']",not_available,movie,1.0,59773.0,2005-02-01,2005-02-01,2005.0,2.0
2975,7.22,Ajin Part 2: Shoutotsu,https://myanimelist.net/anime/30869/Ajin_Part_2__Shoutotsu,polygon_pictures,['gore'],"['action', 'horror', 'mystery', 'supernatural']",seinen,movie,1.0,26351.0,2016-05-01,2016-05-01,2016.0,5.0
2976,7.22,All Alone With You,https://myanimelist.net/anime/17901/All_Alone_With_You,8bit,['music'],['fantasy'],not_available,music,1.0,17783.0,2013-03-01,2013-03-01,2013.0,3.0
2977,7.22,Amagami SS OVA,https://myanimelist.net/anime/9117/Amagami_SS_OVA,aic,"['harem', 'school']",['romance'],not_available,ova,6.0,56804.0,2011-06-01,2011-08-01,2011.0,6.0
2978,7.22,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,https://myanimelist.net/anime/30206/Amagi_Brilliant_Park__Nonbirishiteiru_Hima_ga_Nai,kyoto_animation,['workplace'],"['comedy', 'fantasy']",not_available,special,1.0,93630.0,2015-06-01,2015-06-01,2015.0,6.0
2979,7.22,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,https://myanimelist.net/anime/1373/Black_Jack_Specials__Inochi_wo_Meguru_Yottsu_no_Kiseki,tezuka_productions,['medical'],['drama'],shounen,special,4.0,5461.0,2003-12-01,2004-10-01,2003.0,12.0
2980,7.22,Boku ga Aishita Subete no Kimi e,https://myanimelist.net/anime/49834/Boku_ga_Aishita_Subete_no_Kimi_e,bakken_record,['not_available'],"['romance', 'sci_fi']",not_available,movie,1.0,32994.0,2022-10-01,2022-10-01,2022.0,10.0
2981,7.22,Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,https://myanimelist.net/anime/20479/Choujigen_Game_Neptune_The_Animation__Yakusoku_no_Eien_-_True_End,david_production,['not_available'],"['action', 'comedy', 'fantasy', 'sci_fi']",not_available,ova,1.0,32228.0,2014-03-01,2014-03-01,2014.0,3.0
2982,7.22,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,https://myanimelist.net/anime/15201/Code_Geass__Boukoku_no_Akito_4_-_Nikushimi_no_Kioku_kara,sunrise,"['mecha', 'military']",['action'],not_available,movie,1.0,99032.0,2015-07-01,2015-07-01,2015.0,7.0
2983,7.22,Cyborg 009 (1979),https://myanimelist.net/anime/4690/Cyborg_009_1979,toei_animation,['mecha'],"['action', 'adventure', 'sci_fi']",shounen,tv,50.0,10001.0,1979-03-01,1980-03-01,1979.0,3.0
2984,7.22,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation,lerche,"['high_stakes_game', 'psychological', 'school', 'survival']","['horror', 'mystery']",not_available,tv,13.0,898670.0,2013-07-01,2013-09-01,2013.0,7.0
2985,7.22,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,https://myanimelist.net/anime/2515/Detective_Conan_OVA_05__The_Target_is_Kogoro_The_Detective_Boys_Secret_Investigation,tms_entertainment,['detective'],"['adventure', 'comedy', 'mystery']",shounen,ova,1.0,13838.0,,,,
2986,7.22,Doraemon: 2112-nen Doraemon Tanjou,https://myanimelist.net/anime/2648/Doraemon__2112-nen_Doraemon_Tanjou,shin_ei_animation,['not_available'],"['comedy', 'fantasy']",kids,movie,1.0,5105.0,1995-03-01,1995-03-01,1995.0,3.0
2987,7.22,Dororo to Hyakkimaru,https://myanimelist.net/anime/5760/Dororo_to_Hyakkimaru,mushi_production,['not_available'],"['action', 'adventure', 'supernatural']",shounen,tv,26.0,19471.0,1969-04-01,1969-09-01,1969.0,4.0
2988,7.22,Dragon Ball Super: Broly - Skytree Super,https://myanimelist.net/anime/38653/Dragon_Ball_Super__Broly_-_Skytree_Super,toei_animation,['not_available'],"['action', 'comedy']",shounen,special,1.0,16333.0,2018-11-01,2018-11-01,2018.0,11.0
2989,7.22,El Cazador de la Bruja,https://myanimelist.net/anime/2030/El_Cazador_de_la_Bruja,bee_train,['not_available'],"['adventure', 'drama', 'mystery']",not_available,tv,26.0,52410.0,2007-04-01,2007-09-01,2007.0,4.0
2990,7.22,Fairy Tail OVA (2016),https://myanimelist.net/anime/32930/Fairy_Tail_OVA_2016,a_1_pictures,['not_available'],"['comedy', 'fantasy', 'ecchi']",shounen,ova,3.0,80388.0,2016-05-01,2016-12-01,2016.0,5.0
2991,7.22,Fate/kaleid liner Prisma☆Illya 2wei!,https://myanimelist.net/anime/20509/Fate_kaleid_liner_Prisma☆Illya_2wei,silver_link_,['mahou_shoujo'],"['action', 'comedy', 'fantasy']",not_available,tv,10.0,156586.0,2014-07-01,2014-09-01,2014.0,7.0
2992,7.22,Ganbarist! Shun,https://myanimelist.net/anime/3568/Ganbarist_Shun,sunrise,['not_available'],"['comedy', 'sports']",shounen,tv,30.0,3415.0,1996-07-01,1997-03-01,1996.0,7.0
2993,7.22,Ginga Densetsu Weed,https://myanimelist.net/anime/915/Ginga_Densetsu_Weed,studio_deen,['anthropomorphic'],"['adventure', 'drama']",seinen,tv,26.0,14856.0,2005-11-01,2006-05-01,2005.0,11.0
2994,7.22,Girls & Panzer: Saishuushou Part 2 Specials,https://myanimelist.net/anime/40656/Girls___Panzer__Saishuushou_Part_2_Specials,actas,"['military', 'school']",['comedy'],not_available,special,3.0,7661.0,2020-02-01,2020-02-01,2020.0,2.0
2995,7.22,Gokushufudou,https://myanimelist.net/anime/43692/Gokushufudou,j_c_staff,"['adult_cast', 'gag_humor', 'organized_crime']",['comedy'],not_available,ona,5.0,376805.0,2021-04-01,2021-04-01,2021.0,4.0
2996,7.22,Grancrest Senki,https://myanimelist.net/anime/34279/Grancrest_Senki,a_1_pictures,['not_available'],"['action', 'drama', 'fantasy', 'romance']",not_available,tv,24.0,293250.0,2018-01-01,2018-06-01,2018.0,1.0
2997,7.22,Groove Adventure Rave,https://myanimelist.net/anime/246/Groove_Adventure_Rave,studio_deen,['not_available'],"['adventure', 'comedy', 'fantasy', 'romance']",shounen,tv,51.0,97146.0,2001-10-01,2002-09-01,2001.0,10.0
2998,7.22,Haiyore! Nyaruko-san W,https://myanimelist.net/anime/15699/Haiyore_Nyaruko-san_W,xebec,['parody'],"['comedy', 'sci_fi']",not_available,tv,12.0,176017.0,2013-04-01,2013-07-01,2013.0,4.0
2999,7.22,Hataraku Saibou: Kaze Shoukougun,https://myanimelist.net/anime/38733/Hataraku_Saibou__Kaze_Shoukougun,david_production,"['educational', 'medical']",['comedy'],shounen,special,1.0,45504.0,2018-12-01,2018-12-01,2018.0,12.0
3000,7.22,High School Fleet OVA,https://myanimelist.net/anime/34125/High_School_Fleet_OVA,production_ims,"['military', 'school']",['action'],not_available,ova,2.0,19729.0,2017-03-01,2017-05-01,2017.0,3.0
3001,7.22,Inazuma Eleven Go: Chrono Stone,https://myanimelist.net/anime/13261/Inazuma_Eleven_Go__Chrono_Stone,olm,"['super_power', 'team_sports', 'time_travel']",['sports'],not_available,tv,51.0,55163.0,2012-04-01,2013-05-01,2012.0,4.0
3002,7.22,Kaitou Joker 2nd Season,https://myanimelist.net/anime/28869/Kaitou_Joker_2nd_Season,shin_ei_animation,['not_available'],"['adventure', 'comedy', 'mystery']",kids,tv,13.0,6244.0,2015-04-01,2015-06-01,2015.0,4.0
3003,7.22,Keroro Gunsou Movie 1,https://myanimelist.net/anime/2407/Keroro_Gunsou_Movie_1,sunrise,['not_available'],"['comedy', 'sci_fi']",shounen,movie,1.0,6482.0,2006-03-01,2006-03-01,2006.0,3.0
3004,7.22,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,https://myanimelist.net/anime/9874/Touhou_Niji_Sousaku_Doujin_Anime__Musou_Kakyou,add_some,['vampire'],['fantasy'],not_available,ova,,37820.0,,,,
3005,7.22,Toushou Daimos,https://myanimelist.net/anime/2816/Toushou_Daimos,sunrise,['mecha'],"['adventure', 'drama', 'romance', 'sci_fi']",not_available,tv,44.0,5561.0,1978-04-01,1979-01-01,1978.0,4.0
3006,7.22,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,https://myanimelist.net/anime/19251/Uta_no☆Prince-sama♪_Maji_Love_2000__Shining_Star_Xmas,a_1_pictures,"['idols__male_', 'music', 'reverse_harem', 'school']","['comedy', 'romance']",shoujo,special,1.0,26160.0,2013-12-01,2013-12-01,2013.0,12.0
3007,7.22,Witchblade,https://myanimelist.net/anime/935/Witchblade,gonzo,['super_power'],"['action', 'sci_fi']",not_available,tv,24.0,112002.0,2006-04-01,2006-09-01,2006.0,4.0
